,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
733,733,798419279460735606,Condo in Rotterdam · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,,78599206,Adriane,a few days or more,38%,54%,f,1.0,1,,Oude Noorden,51.93248,4.48411,Private room in condo,Private room,2,,1 shared bath,,1.0,[],110.0,1,1125,1125,21,21,0,2023-01-29,2023-10-04,4.86,4.9,4.95,5.0,5.0,4.76,4.71,f,1,0,0,1.91,5.0,5.0,4.583333333333333
734,734,799878776476481380,Rental unit in Rotterdam · ★4.89 · 2 bedrooms · 1 bed · 1 private bath,,152832910,Neni,a few days or more,42%,23%,f,2.0,4,,Zuiderpark,51.88562,4.48304,Private room in rental unit,Private room,3,,1 private bath,,1.0,[],120.0,3,365,365,9,9,0,2023-02-05,2023-08-29,4.89,4.89,4.78,5.0,4.89,4.44,4.78,f,2,1,0,0.84,5.0,5.0,4.333333333333333
735,735,802238032897430205,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,32826289,Ivar,,,100%,f,1.0,1,,Katendrecht,51.90162,4.48233,Entire rental unit,Entire home/apt,4,,1 bath,,1.0,[],,2,365,365,5,5,0,2023-04-04,2023-04-27,5.0,4.8,4.6,4.8,4.8,4.8,4.8,f,1,1,0,0.57,5.0,5.0,4.5
736,736,802264445911118054,Condo in Rotterdam · ★4.80 · 1 bedroom · 2 beds · 1 bath,"Blijdorp is one of the best locations in Rotterdam.<br /><br />The city centre is 15-17 min walk.<br /><br />The train station Rotterdam Centraal is 10-12 min walk. From Rotterdam Centraal station, it’s a 26 min train to Schiphol and a 41 min train to Amsterdam Centraal Station.<br /><br />The metro station Blijdorp is just 150 meters from the house, 2 min walk.<br /><br />Several supermarkets, canals (Statensingel and Heemraadssingel) and Vroesenpark, are all on just minutes walking distance.",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zu, Netherlands",Blijdorp,51.93013,4.46148,Entire condo,Entire home/apt,4,,1 bath,,2.0,[],168.0,2,365,365,25,25,0,2023-04-09,2023-10-21,4.8,4.76,4.64,4.96,4.8,4.92,4.6,f,14,14,0,2.9,5.0,4.8,4.333333333333333
737,737,803351418001528426,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,Crooswijk is DÉ coolste wijk van Rotterdam. Op loopafstand van Noordplein met iedere zaterdag een bio markt. En op 5 minuten fietsen van de Kralingse Bos / Kralingse Plas en het stadscentrum (meent/pannekoekstraat en markthal).,198450635,Femke,a few days or more,0%,40%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Nieuw Crooswijk,51.936061,4.4889207,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],150.0,2,1125,1125,1,1,0,2023-05-18,2023-05-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.14,5.0,5.0,5.0
738,738,804957762001011354,Home in Rotterdam · 2 bedrooms · 2 beds · 2 baths,"The neighbourhood offers everything you will need - including shops, cafes, restaurants, bars, supermarkets and an artisanal farmer's market (on Saturdays).",6777250,Tslil And Amit,,,100%,f,1.0,3,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.93825372887862,4.480784059524519,Entire home,Entire home/apt,4,,2 baths,,2.0,[],,5,30,30,2,2,0,2023-03-06,2023-04-14,5.0,5.0,5.0,5.0,4.5,5.0,5.0,f,1,1,0,0.2,5.0,5.0,5.0
739,739,805659748799671520,Rental unit in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,,7910003,Roos,,,82%,f,1.0,1,,Middelland,51.91905746969742,4.456565044820309,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],140.0,3,365,365,3,3,0,2023-02-05,2023-09-29,4.67,5.0,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0.28,5.0,5.0,5.0
740,740,809140323704323221,Rental unit in Rotterdam · ★4.25 · 1 bedroom · 1 bed · 1.5 baths,,131630024,Sinbad,within an hour,100%,98%,f,6.0,17,,Cool,51.91655,4.47714,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],123.0,1,180,99,16,16,0,2023-02-04,2023-09-29,4.25,4.44,4.0,4.63,4.69,4.38,4.25,t,4,1,1,1.49,4.6,4.6,3.6
741,741,810213664150818264,Rental unit in Rotterdam · ★4.86 · 2 bedrooms · 2 beds · 1 bath,"Het vroegere dorp Charlois vormt de sfeervolle historische kern van de wijk Oud-Charlois. De wijk wordt begrensd door de Nieuwe Maas in het noorden, de Dorpsweg in het oosten, de Kromme Zandweg in het zuiden en de Waalhaven in het westen.<br />De kracht van Oud-Charlois zit in de karaktervolle en groene omgeving én in de bevlogen bewoners. Tegenwoordig is de wijk thuishaven voor meer dan 150 kunstenaars en creatieve ondernemers.<br />Op loopafstand vind je een werkende molen, kinderboerderij, biologische lunch tentjes en ateliers van lokale kunstenaars.<br />Het appartement bevind zich op 15 minuten fietsen of 20-25 min met het openbaar vervoer van het stadscentrum.",24451630,Céline,within an hour,88%,74%,f,1.0,3,"Rotterdam, Zuid-Holland, Netherlands",Oud Charlois,51.88609,4.4666,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],156.0,2,15,15,14,14,1,2023-04-23,2023-12-03,4.86,4.86,4.79,4.86,4.86,4.64,4.57,f,1,1,0,1.71,5.0,4.857142857142857,3.857142857142857
742,742,812165067125549763,Home in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,,100551736,Lynn,within a few hours,100%,85%,f,1.0,1,,Middelland,51.92036,4.45703,Private room in home,Private room,2,,1 shared bath,,1.0,[],74.0,2,2,2,21,21,1,2023-04-01,2023-12-03,4.91,4.95,4.91,4.91,4.95,4.91,4.86,f,1,0,0,2.36,5.0,5.0,3.888888888888889
743,743,816053546361461836,Rental unit in Rotterdam · ★New · 1 bedroom · 1 bed · 1 bath,,467746520,Friedrich,within a day,100%,92%,f,1.0,2,,Oude Westen,51.921614905053104,4.464610181794979,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],95.0,2,365,365,1,1,1,2023-11-26,2023-11-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,1.0,5.0,5.0,5.0
744,744,818947031817583812,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,98504284,Carolina,a few days or more,33%,82%,f,1.0,1,,Delfshaven,51.90838,4.45692,Private room in rental unit,Private room,3,,1.5 baths,,1.0,[],91.0,2,90,90,3,3,0,2023-04-15,2023-09-26,5.0,4.67,4.67,5.0,5.0,5.0,4.67,f,1,0,0,0.36,5.0,5.0,4.0
745,745,821709375116932602,Hotel in Rotterdam · ★4.50 · 1 bedroom · 1 bed · 1 private bath,,365217950,Bianca,within an hour,93%,99%,f,11.0,13,,Agniesebuurt,51.9285129,4.4741243,Room in hotel,Private room,2,,1 private bath,,1.0,[],94.0,1,365,1000,6,6,0,2023-04-23,2023-10-20,4.5,4.67,4.67,4.67,3.83,4.17,3.67,t,11,0,1,0.73,5.0,5.0,4.25
746,746,822191976737247983,Home in Rotterdam · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,,16272734,Margriet,within a few hours,100%,37%,f,1.0,4,,Delfshaven,51.90685,4.45033,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],700.0,2,365,365,7,7,0,2023-05-29,2023-10-10,5.0,4.71,4.71,4.86,4.71,5.0,4.86,f,1,1,0,1.0,5.0,5.0,4.666666666666667
747,747,822478030023144630,Hotel in Rotterdam · ★4.0 · 1 bedroom · 1 bed · 1 private bath,,365217950,Bianca,within an hour,93%,99%,f,11.0,13,,Agniesebuurt,51.9285129,4.4741243,Room in hotel,Private room,2,,1 private bath,,1.0,[],91.0,1,365,1000,10,10,0,2023-07-21,2023-10-19,4.0,3.91,4.18,4.64,4.45,4.64,4.09,t,11,0,1,1.92,4.0,3.7142857142857135,3.4285714285714284
748,748,822495809860339708,Hotel in Rotterdam · ★4.24 · 1 bedroom · 2 beds · 1 private bath,,365217950,Bianca,within an hour,93%,99%,f,11.0,13,,Agniesebuurt,51.9285129,4.4741243,Room in hotel,Private room,2,,1 private bath,,2.0,[],93.0,1,365,1000,29,29,0,2023-03-23,2023-11-19,4.24,4.45,4.59,4.66,4.28,4.52,4.1,t,11,0,1,3.15,4.363636363636363,4.2727272727272725,3.272727272727273
749,749,822500405009952324,Hotel in Rotterdam · ★3.0 · 1 bedroom · 4 beds · 1 private bath,,365217950,Bianca,within an hour,93%,99%,f,11.0,13,,Agniesebuurt,51.9285129,4.4741243,Room in hotel,Private room,4,,1 private bath,,4.0,[],128.0,1,365,1000,3,3,0,2023-03-10,2023-05-03,3.0,3.33,3.33,2.67,2.33,3.67,3.0,t,11,0,1,0.31,1.0,1.0,2.0
750,750,822997278424749199,Hotel in Rotterdam · ★3.50 · 2 bedrooms · 3 beds · 2 baths,,365217950,Bianca,within an hour,93%,99%,f,11.0,13,,Agniesebuurt,51.9285129,4.4741243,Room in hotel,Private room,4,,2 baths,,3.0,[],173.0,1,365,1000,4,4,0,2023-05-02,2023-10-01,3.5,3.5,4.0,4.0,2.0,3.5,3.25,t,11,0,1,0.51,4.5,3.5,2.0
751,751,823202758113422384,Houseboat in Rotterdam · ★4.98 · 2 bedrooms · 3 beds · 1 bath,"Het Oude Noorden is een hele levendige wijk met veel voorzieningen en groene plekjes. Er zijn prachtige pleinen, oude architectuur, culturele activiteiten, markten, winkels, cafés en bistro's.",36519040,Kristel,within an hour,100%,99%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.94168,4.48356,Houseboat,Entire home/apt,4,,1 bath,,3.0,[],189.0,2,1125,1125,50,50,3,2023-03-20,2023-12-20,4.98,5.0,4.98,4.94,4.98,4.85,4.85,t,2,2,0,5.38,5.0,5.0,4.821428571428571
752,752,826845817529893816,Condo in Rotterdam · ★4.80 · Studio · 2 beds · 1 bath,,88108496,Vyash,within an hour,100%,100%,f,11.0,19,,Provenierswijk,51.92671,4.4707,Entire condo,Entire home/apt,2,,1 bath,,2.0,[],70.0,1,365,1125,39,39,1,2023-03-18,2023-12-09,4.8,4.83,4.68,4.88,4.88,4.93,4.73,t,11,11,0,4.16,5.0,4.928571428571429,4.178571428571429
753,753,826852931532300634,Condo in Rotterdam · ★4.52 · Studio · 2 beds · 1 bath,,88108496,Vyash,within an hour,100%,100%,f,11.0,19,,Provenierswijk,51.92744,4.47128,Entire condo,Entire home/apt,2,,1 bath,,2.0,[],70.0,1,365,1125,27,27,1,2023-02-27,2023-12-01,4.52,4.67,4.44,4.44,4.67,4.85,4.15,t,11,11,0,2.7,4.733333333333333,4.533333333333333,4.2
754,754,828900529098706987,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,493744674,Mog,,,87%,t,2.0,2,,Stadsdriehoek,51.9215,4.48496,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],130.0,2,365,365,1,1,0,2023-04-09,2023-04-09,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,2,1,0,0.12,5.0,5.0,5.0
755,755,828985415763217013,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,24813926,Marc,within a day,100%,47%,f,1.0,1,,Nieuwe Westen,51.91797,4.45371,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],,2,21,21,7,7,0,2023-04-03,2023-06-20,5.0,5.0,4.86,5.0,5.0,5.0,5.0,f,1,1,0,0.79,5.0,4.666666666666667,3.6666666666666665
756,756,830377044374378722,Rental unit in Rotterdam · ★4.24 · 2 bedrooms · 2 beds · 1 bath,,501807869,F,within an hour,100%,96%,f,1.0,1,,Rubroek,51.9254733,4.4863801,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],222.0,1,1125,1125,21,21,0,2023-03-20,2023-10-22,4.24,4.38,4.19,4.62,4.57,4.67,4.38,f,1,1,0,2.26,5.0,5.0,4.142857142857143
757,757,831534895635965006,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,502079265,Sebas,within an hour,100%,75%,f,1.0,1,,Noordereiland,51.91546,4.49987,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],119.0,9,1125,1125,8,8,2,2023-03-19,2023-12-17,5.0,5.0,4.5,5.0,5.0,4.88,4.75,f,1,1,0,0.86,5.0,5.0,5.0
758,758,831716107365970985,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,172457556,Fenna,,,100%,f,1.0,1,,Blijdorp,51.93176,4.45722,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],,20,33,33,1,1,0,2023-04-28,2023-04-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.13,5.0,5.0,5.0
759,759,831749402684777724,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1 bath,"Beatrijsstraat sits along a tranquil residential area with beautiful wide streets filled with greenery. Away from the hustle bustle of the city, yet being only 5-10mins from the city. Its an ideal location for peace and quiet, yet conveniently located 7-10mins walk away from Rotterdam Central.",29340357,Kick&Neda,within a few hours,100%,71%,f,14.0,20,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.92062,4.45737,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],172.0,1,365,365,2,2,0,2023-07-14,2023-07-30,4.5,4.0,2.5,4.5,5.0,5.0,4.0,f,13,13,0,0.37,5.0,5.0,4.0
760,760,833449672304871594,Rental unit in Rotterdam · ★5.0 · 3 bedrooms · 2 beds · 1 bath,"Overschie is een centraal gelegen, maar rustige wijk. Vlakbij gelegen vind je een ruim park met een speeltuin voor kinderen. Overschie heeft een eigen dorpskern met voorzieningen, maar Rotterdam Centrum is 10-15 minuten fietsen of per bus.",7792156,Nienke,within a few hours,100%,63%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Kleinpolder,51.933269,4.4355363,Entire rental unit,Entire home/apt,5,,1 bath,,2.0,[],,5,31,31,3,3,0,2023-06-19,2023-07-05,5.0,5.0,4.33,4.67,5.0,4.33,4.67,f,1,1,0,0.48,5.0,5.0,3.3333333333333335
761,761,833860157518092100,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 1 bed · 1 bath,,3098388,Gali,,,100%,f,1.0,2,,Nieuwe Westen,51.90957,4.45377,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],,5,30,30,3,3,0,2023-03-13,2023-05-28,5.0,4.67,4.33,4.67,4.67,4.67,4.67,f,1,1,0,0.31,5.0,4.666666666666667,5.0
762,762,834819987807971148,Rental unit in Rotterdam · ★4.78 · 1 bedroom · 1 bed · 1.5 shared baths,,26424699,Marije,within a few hours,100%,57%,t,2.0,2,,Kralingen West,51.9251897,4.5004878,Private room in rental unit,Private room,2,,1.5 shared baths,,1.0,[],99.0,2,365,365,9,9,0,2023-03-08,2023-08-27,4.78,4.67,4.78,4.89,5.0,4.89,4.44,f,2,1,0,0.93,5.0,5.0,4.5
763,763,835523827213359387,Home in Hoek van Holland · ★4.80 · 3 bedrooms · 3 beds · 1 bath,Het huis is gevestigd in het gezellige centrum van Hoek van Holland met op loop afstand het Hoekse bos en toegang tot de duinen. In het centrum zijn verschillende horeca gelegenheden en op loop afstand het metro station die je of naar Rotterdam kan brengen of naar het strand.,25209986,Mark,within a day,50%,68%,t,1.0,1,"Hoek van Holland, Zuid-Holland, Netherlands",Dorp,51.97647,4.13029,Entire home,Entire home/apt,5,,1 bath,,3.0,[],130.0,2,21,21,10,10,0,2023-03-19,2023-10-01,4.8,4.9,4.7,5.0,5.0,4.8,4.8,f,1,1,0,1.07,5.0,5.0,4.4
764,764,835549576723406654,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 private bath,It’s a very urban neighbourhood <br />- Zoho district<br />- boutiques<br />- River Rotte<br />- Lakes nearby<br />- coffeebars and restaurants,19079307,Femme,within a day,63%,58%,t,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.93408,4.47556,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],146.0,4,365,365,6,6,0,2023-06-16,2023-08-15,5.0,5.0,4.83,5.0,5.0,4.83,4.5,f,3,2,0,0.94,5.0,5.0,4.5
765,765,836806280549707551,Rental unit in Rotterdam · ★4.70 · 1 bedroom · 1 bed · 1 bath,,503196590,Henk,within an hour,100%,96%,t,1.0,1,,Lombardijen,51.8812978,4.5265299,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],125.0,2,7,7,27,27,1,2023-04-10,2023-11-26,4.7,4.93,4.33,4.93,4.96,4.63,4.63,f,1,1,0,3.14,5.0,5.0,4.4
766,766,837031940776219277,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,60775684,Thijs,a few days or more,57%,73%,f,1.0,1,,Stadsdriehoek,51.922519572726,4.489686819573966,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],165.0,3,14,14,5,5,0,2023-04-23,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,4.4,f,1,1,0,0.61,5.0,5.0,4.0
767,767,838934265284356872,Home in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 bath,,503654706,Mirjam,within an hour,100%,100%,t,1.0,1,,Oude Noorden,51.92793,4.48309,Private room in home,Private room,2,,1 bath,,1.0,[],72.0,1,1125,1125,26,26,3,2023-04-30,2023-12-17,4.81,4.77,4.65,4.81,4.92,4.81,4.62,f,1,0,0,3.28,5.0,5.0,4.384615384615385
768,768,839810255231301949,Rental unit in Hoogvliet Rotterdam · 2 bedrooms · 4 beds · 1 bath,,75945538,Denise,within a few hours,60%,71%,f,3.0,3,,Hoogvliet Noord,51.87353,4.35265,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],70.0,6,365,365,1,1,0,2023-04-14,2023-04-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.12,5.0,5.0,4.0
769,769,840652640474433266,Rental unit in Rotterdam · ★4.91 · 1 bedroom · 1 bath,,56069421,Eduardo,within a few hours,100%,84%,f,1.0,1,,Stadsdriehoek,51.9156541,4.485922899999999,Entire rental unit,Entire home/apt,2,,1 bath,,,[],134.0,3,30,30,11,11,1,2023-03-19,2023-12-18,4.91,4.82,4.82,4.73,4.91,5.0,4.73,f,1,1,0,1.18,5.0,5.0,4.0
770,770,840681589669299139,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,It's a friendly and quiet neighbourhood just outside of the rowdy city centre.,159734103,Jady,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Provenierswijk,51.92677,4.46618,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,1,1125,1125,1,1,0,2023-04-06,2023-04-06,5.0,5.0,4.0,5.0,5.0,5.0,4.0,t,1,1,0,0.11,5.0,5.0,5.0
771,771,841032739043467266,Tiny home in Rotterdam · ★4.93 · 2 beds · 1 bath,"Deze bijzondere groene plek geeft direct toegang tot Midden-Delfland, een landelijke oase met authentieke dorpen, boerderijen en verassende uitstapjes. Maar ook de grote steden Rotterdam, met zijn bijzonder architectuur en parlementsstad Den Haag zijn snel te bezoeken. Of toch liever naar het schilderachtige Delft ? het kan allemaal.",464374553,Mariëlle,within a day,100%,95%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Schieveen,51.96233,4.4133,Tiny home,Entire home/apt,2,,1 bath,,2.0,[],78.0,2,14,14,28,28,0,2023-04-01,2023-10-29,4.93,4.96,4.96,4.86,4.96,4.82,4.86,f,1,1,0,3.15,5.0,5.0,4.0
772,772,844868560545227759,Camper/RV in Hoek van Holland · ★4.50 · 2 bedrooms · 3 beds · 1 bath,,152000654,Rick,within a few hours,100%,100%,f,2.0,3,,Strand en Duin,51.99329101535385,4.1326771490776215,Camper/RV,Entire home/apt,4,,1 bath,,3.0,[],90.0,2,30,1125,6,6,0,2023-04-16,2023-10-08,4.5,4.5,4.5,4.67,4.83,4.33,4.17,f,1,1,0,0.71,5.0,5.0,1.0
773,773,845734269712726408,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,"It’s a nice neighborhood with water in the front. If you like walks, this is the place! It’s only 10 min away from the city center and the tram is around the corner. You have the perfect combination of water and city",16316189,Mandy,within an hour,100%,88%,t,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",De Esch,51.90890530000001,4.520904199999999,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],57.0,28,365,365,4,4,0,2023-04-10,2023-06-27,5.0,5.0,5.0,5.0,4.75,5.0,4.75,f,3,1,0,0.47,5.0,5.0,5.0
774,774,845741732355874959,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1.5 baths,,16316189,Mandy,within an hour,100%,88%,t,3.0,3,,De Esch,51.90890530000001,4.520904199999999,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],90.0,30,1125,1125,1,1,0,2023-08-14,2023-08-14,5.0,5.0,5.0,5.0,5.0,4.0,5.0,t,3,1,0,0.23,5.0,5.0,5.0
775,775,849018829660401337,Rental unit in Rotterdam · ★4.57 · Studio · 1 bed · 0 baths,,353762955,Isabelle,within an hour,100%,100%,f,1.0,1,,Nieuwe Westen,51.9109,4.45538,Entire rental unit,Entire home/apt,2,,0 baths,,1.0,[],119.0,5,14,14,7,7,1,2023-05-16,2023-12-08,4.57,4.71,4.71,4.71,4.57,4.71,4.29,f,1,1,0,0.95,5.0,4.833333333333333,4.0
776,776,852422775581674132,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 3 beds · 1 bath,"De woning is rustig maar doch in het centrum van Rotterdam. Je ervaart de lusten van de stad maar niet de lasten.<br />Vlakbij metrostation Oostplein, de Hoogstraat, markthal en supermarkten in de omgeving. Met zijn hippe winkels en trendy bars aan de Meent, binnerotte alles is binnen loopafstand te bereiken.",169861834,Daniel,within an hour,100%,96%,t,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Rubroek,51.92432,4.49339,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],245.0,2,31,1125,6,6,0,2023-06-18,2023-07-31,4.67,4.67,5.0,5.0,5.0,5.0,4.33,t,2,2,0,0.95,5.0,5.0,3.0
777,777,853165673910602511,Home in Rotterdam · ★5.0 · 2 bedrooms · 4 beds · 1.5 baths,The centre is just perfect,4961550,Urbian,within an hour,100%,100%,f,5.0,6,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Werk,51.91043,4.47652,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],307.0,1,365,365,13,13,0,2023-04-12,2023-11-19,5.0,4.92,5.0,5.0,5.0,5.0,4.85,f,5,1,0,1.52,4.888888888888889,4.666666666666667,4.222222222222222
778,778,855810781774203555,casa particular in Rotterdam · ★4.42 · 1 bedroom · 2 beds · 1.5 baths,"Barrio antiguo de Rotterdam, contamos con un grupo de mensajes via un app entre los vecinos para mantenernos al día sobre lo acontecimientos en la calle o el parque en frente a nuestras casas.",507154947,Robert,a few days or more,25%,68%,f,2.0,2,"Rotterdam, Zuid-Holland, Netherlands",Hillesluis,51.89603,4.51252,Casa particular,Entire home/apt,3,,1.5 baths,,2.0,[],136.0,2,30,30,12,12,0,2023-04-10,2023-09-29,4.42,4.75,4.17,4.5,4.67,4.0,4.42,f,2,1,0,1.4,5.0,4.8,4.2
779,779,855889322423141493,Rental unit in Rotterdam · ★4.15 · 2 bedrooms · 1 bed · 1 bath,,499358808,Ahmet,within an hour,100%,70%,f,4.0,4,,Tarwewijk,51.89237,4.49342,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],55.0,1,365,365,13,13,0,2023-07-09,2023-11-05,4.15,4.38,4.15,4.77,4.46,4.62,4.0,f,4,2,0,2.32,4.571428571428571,4.571428571428571,3.7142857142857144
780,780,855889326083425164,Rental unit in Rotterdam · ★4.25 · 1 bedroom · 1 bed · 1 bath,,499358808,Ahmet,within an hour,100%,70%,f,4.0,4,,Tarwewijk,51.89241,4.49345,Private room in rental unit,Private room,1,,1 bath,,1.0,[],44.0,1,365,365,8,8,2,2023-07-09,2023-12-01,4.25,4.5,4.38,4.13,4.5,4.29,4.0,f,4,2,0,1.43,4.2,4.2,3.8
781,781,856403065602122953,Rental unit in Rotterdam · ★3.25 · 1 bedroom · 1 bed · 1.5 baths,,475761252,Bambi,within an hour,90%,27%,f,1.0,1,,Oude Noorden,51.9326,4.48159,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],80.0,1,60,60,4,4,0,2023-04-09,2023-08-27,3.25,3.75,2.5,4.25,3.75,4.25,3.0,f,1,1,0,0.46,5.0,5.0,5.0
782,782,856876856161029688,Houseboat in Rotterdam · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,,186098565,Claudia,within a day,100%,100%,f,1.0,1,,Spaanse Polder,51.93085534501484,4.418116584420204,Houseboat,Entire home/apt,6,,1.5 baths,,3.0,[],170.0,2,1125,1125,7,7,0,2023-05-20,2023-07-02,5.0,5.0,5.0,5.0,5.0,4.0,4.86,f,1,1,0,0.96,5.0,5.0,4.5
783,783,858538206131719321,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,507759578,Wieger,within a day,100%,100%,f,1.0,1,,Oude Noorden,51.93789,4.48269,Entire home,Entire home/apt,2,,1 bath,,1.0,[],240.0,5,29,29,3,3,0,2023-05-14,2023-06-28,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,1,0,0.4,5.0,4.5,5.0
784,784,858713962170863219,Home in Rotterdam · ★5.0 · 4 bedrooms · 5 beds · 1 bath,"Het huis ligt het achter het Deliplein,het hart van Katendrecht met de beste restaurants en ontbijttentjes theater walhalla 100 meter van de voordeur. Steenworp afstand van imposante SS Rotterdam stoomschip waar je ook uit eten kan. Ook 5 minuten lopen naar Fenix Food Factory en Hotel New York. En 15 min lopen naar de Erasmusbrug en het metrostation Wilhelminaplein. 50 minutes by train to Amsterdam. Skatepark 5 min lopen. 1 baby stepje en 2 stuntstepjes voor kinderen incl helmen te gebruiken.",9341486,Frederique,within a few hours,100%,52%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Katendrecht,51.90030501163052,4.482373349612208,Entire home,Entire home/apt,6,,1 bath,,5.0,[],314.0,3,30,30,7,7,0,2023-08-14,2023-11-13,5.0,4.86,4.71,5.0,5.0,4.57,4.43,f,1,1,0,1.59,5.0,5.0,3.0
785,785,859949494323785449,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,331680198,Cornelie,within a day,100%,100%,f,2.0,2,,Stadsdriehoek,51.92330423136287,4.487938861160486,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],152.0,30,365,1125,1,1,0,2023-06-09,2023-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.15,5.0,5.0,5.0
