,id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg
1851,902955730490672987,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,"Welkom bij ons gezellige appartement in Linkeroever, de perfecte uitvalsbasis voor een onvergetelijk verblijf in Antwerpen! Laat me je meenemen op een reis door onze buurt en ontdek waarom het de ideale locatie is voor je volgende avontuur.<br /><br />Ons appartement is rustig gelegen aan een charmant pleintje, omringd door de heerlijke geuren van twee bakkerijen, een frituur en een pizzeria. Je kunt de dag beginnen met een verse croissant en genieten van een smakelijke lokale lunch op het pleintje. Voor een ontspannen avond kun je hier ook terecht voor een knapperige pizza of een portie Vlaamse frietjes.<br /><br />Aan de overkant van het pleintje schittert de imposante blauwe kerk, omgeven door weelderig groen. Het is een idyllisch zicht dat je meteen in vakantiestemming brengt. En als je zin hebt om even uit te waaien, hoef je alleen maar de straat over te steken en een rustige wandeling te maken in de omliggende groene omgeving.<br /><br />Als het gaat om parkeren, hoef je je geen ",44831213,within a day,100%,83%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Linkeroever,,51.21930479916868,4.382199211639395,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],120.0,2,365,365,8,8,0,2023-06-11,2023-10-08,4.88,4.88,4.88,4.88,4.88,4.88,4.88,f,1,1,0,0,1.2,5.0,5.0
1852,904207636486886606,Home in Antwerpen · ★4.97 · 1 bedroom · 1 bed · 1 private bath,""" 't Zuid"" or the South part of Antwerp city is by far the most exciting neighbourhood. With all it's restaurants, bars, world class museums... and footsteps away from the historical city centre, It really is the place to be.",93099898,within an hour,100%,96%,t,1,2,"Antwerpen, Vlaams Gewest, Belgium",Zuid,,51.20722079999999,4.388636099999999,Private room in home,Private room,2,,1 private bath,,1.0,[],84.0,2,7,7,32,32,2,2023-06-08,2023-12-17,4.97,4.97,5.0,4.97,5.0,4.81,4.94,f,1,0,1,0,4.73,5.0,5.0
1853,905084854942122523,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1 bath,,14367631,within an hour,100%,99%,f,10,16,,Historisch Centrum,,51.2220151,4.4006519,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],181.0,2,365,365,24,24,1,2023-07-04,2023-11-28,4.75,4.83,4.88,4.92,4.92,4.88,4.79,t,10,10,0,0,4.07,5.0,4.888888888888889
1854,905152868865689755,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 3 beds · 1 bath,"Centraal gelegen in een autoluwe straat. <br />De kathedraal, de Grote Markt, de Groenplaats, de Meir, cafés, restaurants en winkels op wandelafstand.",459934284,within an hour,100%,100%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Historisch Centrum,,51.2194007467802,4.403539544213982,Entire rental unit,Entire home/apt,6,,1 bath,,3.0,[],149.0,1,365,365,32,32,3,2023-09-23,2023-12-16,4.91,5.0,5.0,4.88,5.0,4.94,4.97,f,1,1,0,0,10.0,5.0,4.818181818181818
1855,906178369172108999,Home in Antwerpen · ★4.33 · 4 bedrooms · 13 beds · 1 bath,,127787502,within an hour,100%,99%,f,20,20,,Stadspark,,51.2051,4.41481,Entire home,Entire home/apt,13,,1 bath,,13.0,[],273.0,1,365,365,8,8,0,2023-06-30,2023-11-12,4.33,4.56,4.44,4.78,4.89,4.89,4.56,f,20,20,0,0,1.33,5.0,5.0
1856,907300206573931678,Rental unit in Antwerp · ★4.81 · 1 bedroom · 2 beds · 1 bath,,1263933,within an hour,100%,98%,t,3,3,,Sint-Andries,,51.21602682295111,4.395172723998536,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],161.0,2,365,365,41,41,4,2023-06-07,2023-12-16,4.81,4.83,4.88,4.9,4.95,4.83,4.69,f,2,2,0,0,6.03,4.96,4.88
1857,907880787088876741,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,"Hertoghe Park is very close by, famous Bokertov Dining, Brusketta, A Tavola  Italian Restaurants at 5 min walk and a nice Belgian terrace De Merode 10 min walk",268266984,within a few hours,100%,88%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Markgrave,,51.19400129101697,4.407737441360951,Entire rental unit,Entire home/apt,3,,2 baths,,2.0,[],185.0,2,21,21,3,3,0,2023-09-17,2023-10-31,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1,1,0,0,0.88,5.0,5.0
1858,907971561663107053,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,,71255203,within an hour,100%,83%,f,1,1,,Kiel,,51.18507,4.38979,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],80.0,1,365,365,4,4,0,2023-07-15,2023-10-31,4.75,4.75,4.75,5.0,5.0,4.25,4.5,f,1,1,0,0,0.72,5.0,5.0
1859,908345909392041192,Home in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,,313501029,within an hour,100%,100%,t,1,1,,Harmonie,,51.20812,4.40692,Entire home,Entire home/apt,2,,1 bath,,1.0,[],91.0,2,365,365,14,14,1,2023-07-06,2023-11-29,4.87,5.0,4.93,4.87,5.0,4.73,4.93,t,1,1,0,0,2.4,5.0,5.0
1860,908717367188139822,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,"Je verblijft in 1 van de mooiste, hipste buurten van centrum Antwerpen. Het is een levendige wijk met vele leuke bars, restaurants, supermarkten en leuke winkels op loopafstand.",14595748,within an hour,100%,98%,t,5,9,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.21261,4.40288,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],94.0,1,365,365,45,45,8,2023-06-19,2023-12-16,4.72,4.78,4.78,4.83,4.91,4.83,4.67,t,5,5,0,0,7.03,5.0,5.0
1861,909296041367510466,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,,60486169,within a day,100%,65%,f,2,2,,Zuid,,51.21176,4.39444,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],75.0,3,1125,1125,9,9,0,2023-06-26,2023-10-21,4.78,4.89,4.89,4.89,4.89,4.89,4.67,f,1,1,0,0,1.46,5.0,5.0
1862,909927976078367202,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Aan het bruisende & groene Krugerpark. Supermarkten, bakkers en uitgaan op wandelafstand: Bakker Charif, Bar Leon, Plaza Real, Trix, De Roma, Briquet, Bar Luca, Glou Glou, Mombasa, Borgo Gelato, Goddess Temple, PEK & ART @ ZENO X + DMW Gallery, ... Heerlijke buurt!",8366466,within a few hours,100%,57%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Borgerhout Intra Muros Noord,,51.2169818,4.4395519,Private room in home,Private room,2,,1 bath,,1.0,[],65.0,1,14,14,3,3,0,2023-07-23,2023-10-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.57,5.0,5.0
1863,910151061163415712,Camper/RV in Antwerpen · ★4.85 · 1 bedroom · 1 bed · Half-bath,"Caravan Shanti staat gestald in de rustige wijk Deurne Noord, op steenworp afstand van het gezellige buurtcafé Bar Ven en op loopafstand van het grote park Rivierenhof met het Openlucht Theater (OLT).<br /><br />Nabijgelegen bevind zich sportcomplex SportOase om te zwemmen en te sporten.  Op 15 minuten fietsen is er een zwemvijver!<br /><br />2,1 km - Shoppingcentrum Wijnegem<br />2,3 km - Sportpaleis Antwerpen",518518836,within an hour,100%,100%,t,1,1,"Antwerpen, Vlaams Gewest, Belgium",Deurne Dorp - Gallifort,,51.22151,4.47088,Camper/RV,Entire home/apt,2,,Half-bath,,1.0,[],48.0,1,2,2,26,26,0,2023-06-14,2023-10-07,4.85,4.85,4.81,4.92,4.88,4.62,4.81,t,1,1,0,0,3.96,5.0,4.75
1864,910651169956663147,Condo in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1 bath,"Qua locatie wordt het niet beter dan dit !<br />U bevindt zich midden in het historische stadscentrum van Antwerpen, vlakbij alles, vanaf deze locatie kun je overal heen wandelen, of het nu het Zuid of het Eilandje is, allemaal op wandelafstand.",514955393,within an hour,100%,100%,t,10,10,"Antwerpen, Vlaams Gewest, Belgium",Historisch Centrum,,51.21871920037043,4.397337488360607,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],98.0,2,365,1125,19,19,4,2023-07-17,2023-12-24,4.8,4.8,4.75,4.95,5.0,4.85,4.75,t,6,6,0,0,3.48,5.0,5.0
1865,910660959710425492,Condo in Antwerpen · ★4.56 · 1 bedroom · 2 beds · 1 bath,"Qua locatie wordt het niet beter dan dit !<br />U bevindt zich midden in het historische stadscentrum van Antwerpen, vlakbij alles, vanaf deze locatie kun je overal heen wandelen, of het nu het Zuid of het Eilandje is, allemaal op wandelafstand.",514955393,within an hour,100%,100%,t,10,10,"Antwerpen, Vlaams Gewest, Belgium",Historisch Centrum,,51.21871920037043,4.397353581614696,Entire condo,Entire home/apt,4,,1 bath,,2.0,[],96.0,2,1125,1125,9,9,1,2023-07-02,2023-12-18,4.56,4.67,4.67,4.89,4.78,5.0,4.67,t,6,6,0,0,1.51,5.0,5.0
1866,910939358104019057,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,,519278681,within an hour,100%,41%,f,1,6,,Borgerhout Extra Muros,,51.21316,4.45668,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],35.0,1,365,365,13,13,0,2023-06-19,2023-11-05,4.69,4.77,4.92,4.69,4.77,4.46,4.69,f,1,0,1,0,2.03,5.0,5.0
1867,912086107582551489,Rental unit in Antwerpen · ★3.17 · 1 bedroom · 1 bed · 1.5 baths,,278620290,within a few hours,80%,82%,f,1,4,,Centraal Station,,51.21264,4.41827,Entire rental unit,Entire home/apt,4,,1.5 baths,,1.0,[],106.0,1,1125,1125,6,6,2,2023-06-25,2023-12-17,3.17,3.0,2.67,3.5,3.83,4.0,2.83,f,1,1,0,0,0.97,3.0,3.0
1868,912190334600696267,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,474437501,within a few hours,100%,100%,f,1,1,,Wilrijk Centrum,,51.17088,4.38947,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],111.0,2,1125,1125,5,5,0,2023-07-07,2023-09-10,5.0,5.0,5.0,5.0,5.0,4.6,4.8,t,1,1,0,0,0.86,5.0,5.0
1869,912223851501912586,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,"A vibrant, fun neighborhood with plenty of shops, bars, restaurants, supermarkets and cultural things to do within walking distance!",14595748,within an hour,100%,98%,t,5,9,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.21097,4.40206,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],92.0,1,365,1125,30,30,2,2023-08-07,2023-12-10,4.87,4.63,4.87,4.93,4.9,4.83,4.77,t,5,5,0,0,6.29,5.0,5.0
1870,913626445717052412,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,A calm residential neighbourhood with beautiful city houses. <br /><br />It's a 10-minute walk to the trendiest bars in town and to the world renowned fine arts museum. <br /><br />Walk 20 minutes and you find yourself at the heart of the shopping district.<br /><br />It's 15min walk from free Parking (Maps: PIVA) and a single 18min tram from the central station.,4483643,,,89%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Brederode,,51.2044612,4.4024046,Entire rental unit,Entire home/apt,4,,2 baths,,2.0,[],,2,30,30,6,6,0,2023-07-02,2023-08-06,5.0,4.83,4.83,5.0,5.0,4.67,5.0,f,1,1,0,0,1.01,5.0,5.0
1871,913814074799370179,Home in Antwerpen · ★4.63 · 1 bedroom · 2 beds · 1 bath,,520010901,within a few hours,100%,83%,f,2,5,,Wilrijk Centrum,,51.17141,4.3953,Entire home,Entire home/apt,2,,1 bath,,2.0,[],50.0,1,90,90,8,8,0,2023-06-30,2023-10-20,4.63,4.75,4.5,4.88,4.88,4.5,4.88,f,2,2,0,0,1.33,5.0,5.0
1872,914311727480488816,Home in Antwerpen · ★5.0 · 4 bedrooms · 4 beds · 1 bath,"Rustige stijlvolle buurt, op 500m de hippe restaurants en bars van de wijk Zuid, op 2km van het historische centrum, nog geen 10min met de auto,  deelfiets of een deel-stepje. Ook de deelauto Greenmobility, zonder parkeer- en laadkosten is een enorme aanrader.",76077597,within an hour,100%,97%,t,5,6,"Antwerpen, Vlaams Gewest, Belgium",Brederode,,51.20583,4.40101,Entire home,Entire home/apt,8,,1 bath,,4.0,[],564.0,1,1125,1125,17,17,2,2023-06-25,2023-12-13,5.0,5.0,5.0,5.0,5.0,5.0,4.78,t,5,5,0,0,2.74,5.0,5.0
1873,914986576097423248,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,,4419797,within a few hours,100%,83%,f,1,1,,Amandus - Atheneum,,51.2245,4.42026,Private room in rental unit,Private room,1,,1.5 shared baths,,1.0,[],33.0,5,90,90,13,13,3,2023-07-09,2023-12-24,4.77,5.0,4.85,4.85,4.92,4.42,4.92,f,1,0,1,0,2.27,5.0,4.875
1874,915076578661855661,Rental unit in Antwerpen · ★4.17 · 1 bedroom · 1 bed · 1 bath,"The old city centre is steeped in history. You will find it in ancient building-fronts on narrow streets or in the imposing Grand-Place. The Plantin-Moretus Museum is the only museum in the world to be classified as a Unesco World Heritage site. In the shadow of the Cathedral of Our Lady, the city teems with life in intimate pubs and restaurants. The banks of the Scheldt are a great place for a breath of fresh air.<br /><br />Antwerp is a world city on a human scale. There’s always something to see and experience from interesting museums and fun attractions to surprising spots and architectural highlights.<br /><br />""Finger-licking good food? Antwerp is the place to be! Experience the city's welcoming terraces on the many squares and, in addition to Belgian staples such as fries and chocolate, sample local delicacies such as the beer ""Bolleke"" and the liqueur ""Elixir d'Anvers"".<br /><br />Whether you’re a quiet connoisseur, stern onlooker or boogie wonder, Antwerp’s nightlife is unfai",520317494,within an hour,90%,100%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Brederode,,51.20513993186816,4.396912065552895,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],103.0,2,90,90,6,6,1,2023-07-08,2023-12-17,4.17,4.5,4.33,4.17,4.33,4.83,4.33,t,1,1,0,0,1.04,4.0,4.0
1875,915179620159959950,Rental unit in Antwerpen · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,"Welcome to the vibrant neighborhood of Nieuw Zuid! Situated in the southern part of Antwerp, Nieuw Zuid is a safe, modern, and luxurious neighborhood that offers a delightful living experience.<br /><br />This up-and-coming area is known for its contemporary charm and is highly regarded by both locals and visitors. With its new infrastructure and well-maintained streets, Nieuw Zuid provides a pleasant environment for residents and visitors alike.<br /><br />Within the neighborhood itself, you'll find an array of fantastic cafes and food places, offering a diverse range of culinary delights. Whether you're craving a cozy coffee shop experience or seeking out delicious meals, Nieuw Zuid has a variety of options to satisfy your palate.<br /><br />Nieuw Zuid is a popular hangout spot for locals, attracting a vibrant community of young people. The area is teeming with life and offers a lively atmosphere, making it a great place to explore and socialize. You'll find numerous trendy restauran",56502081,within an hour,100%,100%,t,1,1,"Antwerpen, Vlaams Gewest, Belgium",Nieuw - Zuid,,51.20453639999999,4.380824899999999,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],,2,1125,1125,23,23,0,2023-07-11,2023-11-05,4.96,4.96,4.96,4.96,4.96,4.74,4.87,f,1,1,0,0,4.06,5.0,5.0
1876,916525551598881645,Home in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1 bath,"Mijn wijk is warm en prachtig. Heerlijk Zuiders pleintje op de hoek, warme mensen, interessante kunst- en literatuurwinkels. Uiteraard barst het ook van de leuke cafés, restaurants en winkels. Je hoort er het heerlijke geroezemoes op straat, maar binnen blijft het toch rustig.",76077597,within an hour,100%,97%,t,5,6,"Antwerpen, Vlaams Gewest, Belgium",Historisch Centrum,,51.22122,4.40232,Entire home,Entire home/apt,4,,1 bath,,2.0,[],539.0,2,1125,1125,4,4,1,2023-07-23,2023-12-10,4.75,4.5,4.5,4.25,5.0,5.0,4.75,f,5,5,0,0,0.76,5.0,5.0
1877,916616457466086823,Home in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 private bath,"Het Zuid (The South) is a trendy, lively hotspot, with many good bars and restaurants to<br />sample the delights of Flemish cuisine or indeed, of anywhere in the world. <br /><br />It is a major cultural hub, boasting public collections of art, photography and fashion.",515648805,within an hour,100%,88%,f,2,2,"Antwerpen, Vlaams Gewest, Belgium",Brederode,,51.20571409231757,4.393861472670983,Private room in home,Private room,1,,1 private bath,,1.0,[],71.0,1,365,365,6,6,1,2023-08-28,2023-11-30,4.83,4.83,5.0,5.0,4.83,5.0,5.0,f,2,1,1,0,1.48,5.0,5.0
1878,916623582625425472,Rental unit in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,"U bevindt zich in het midden van het historische stadscentrum. Vlakbij gezellige restaurantjes, een bruisende uitgaansbuurt en leuke winkels. Vraag mij gerust om raad!",214568161,within an hour,100%,98%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.2198429,4.405857699999999,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],65.0,1,7,1125,34,34,9,2023-07-29,2023-12-24,4.82,4.97,4.82,5.0,4.91,5.0,4.82,t,1,0,1,0,6.71,5.0,5.0
1879,916676289454283465,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,,238509653,within an hour,100%,100%,f,1,4,,Brederode,,51.20361219999999,4.394757999999999,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],104.0,2,365,365,3,3,2,2023-11-23,2023-12-20,4.67,5.0,5.0,5.0,5.0,5.0,4.67,t,1,1,0,0,2.57,5.0,5.0
1880,917099990481638018,Home in Antwerpen · ★4.0 · 2 bedrooms · 2 beds · 1 bath,,18197385,,,100%,f,1,2,,Deurne Zuid Oost,,51.19435,4.46449,Entire home,Entire home/apt,3,,1 bath,,2.0,[],84.0,2,365,365,4,4,0,2023-07-31,2023-08-20,4.0,3.75,4.25,4.5,5.0,4.25,4.0,t,1,1,0,0,0.8,5.0,5.0
1881,917379100027125758,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,163802707,within an hour,100%,30%,f,1,1,,Eilandje,,51.2314269,4.4142679,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],135.0,2,365,365,16,16,2,2023-07-21,2023-12-10,5.0,5.0,5.0,4.94,5.0,4.81,4.94,f,1,1,0,0,3.0,5.0,5.0
1882,917826210556048255,Rental unit in Antwerpen · 1 bedroom · 2 beds · 1.5 baths,"The street and apartment are quiet, yet you're only 10 minutes away from Groenplaats, Antwerp Zuid, Astrid, Meir, Kaai, various museums, and cafes by public transportation or bicycle.<br /><br /><br />De straat en het appartement zijn rustig, maar je bent slechts 10 minuten verwijderd van Groenplaats, Antwerpen Zuid, Astrid, Meir, Kaai, verschillende musea en cafés met het openbaar vervoer of de fiets.",400485054,within a day,100%,44%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.21087960086992,4.401963200160507,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],64.0,1,365,365,1,1,0,2023-07-12,2023-07-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.18,5.0,5.0
1883,917920117952052714,Home in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,"Gelegen op het Zuid in Antwerpen, een hippe wijk met heerlijke restaurantjes en leuke winkels. Je bent op 20' wandelen van het het historisch centrum van Antwerpen. Om de hoek vindt u het openbaar vervoer (tram / trein / velostations). Er is een Colruyt aanwezig op 400m van de woning.",75001318,within a day,50%,70%,f,1,2,"Antwerpen, Vlaams Gewest, Belgium",Brederode,,51.20135724592436,4.391447508087394,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],87.0,5,1125,1125,5,5,0,2023-07-24,2023-10-07,4.83,4.83,4.0,4.83,4.83,4.83,4.83,f,1,1,0,0,0.96,5.0,5.0
1884,918122295324293937,Guesthouse in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Our house is located in a quiet cul-de-sac where all the neighbors know each other. Turn one corner and you're on a charming and lively pedestrian-only shopping street. <br /><br />You'll find yourselves in a bustling and multicultural neighborhood with exciting shops, restaurants and cafés. There's also plenty of nice coffeeshops, co-workspaces and bars in the area. <br /><br />Foodies rejoice because you're very close to the Chinese street, famous for its great Chinese restaurants and supermarkets. Also Thai, Afghan, Surinaamse,  Ethiopian of the classic Belgian-French cuisine are on the menu.",39427857,within an hour,100%,100%,t,1,1,"Antwerpen, Vlaams Gewest, Belgium",Amandus - Atheneum,,51.2194555,4.4245611,Private room in guesthouse,Private room,2,,1 bath,,1.0,[],56.0,3,200,200,22,22,0,2023-07-08,2023-10-30,5.0,4.95,4.95,5.0,5.0,4.77,4.82,f,1,0,1,0,3.82,5.0,4.923076923076923
1885,918551301946223382,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · Half-bath,,199364138,within a day,100%,75%,f,1,1,,Borgerhout Extra Muros,,51.21135406003261,4.4520338883946495,Private room in rental unit,Private room,2,,Half-bath,,1.0,[],60.0,3,1125,1125,4,4,0,2023-07-22,2023-10-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.75,5.0,5.0
1886,918705039278968205,Rental unit in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 bath,"This ensuite room is ideally located in Antwerp's old town, very close to 't Eilandje, de Meir & the riverside.",3249377,within an hour,100%,99%,t,1,2,"Antwerpen, Vlaams Gewest, Belgium",Historisch Centrum,,51.223853274756536,4.40276272046702,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],65.0,1,365,1125,33,33,5,2023-07-30,2023-12-24,4.85,4.82,4.91,4.97,4.97,4.88,4.85,t,1,1,0,0,6.56,5.0,4.818181818181818
1887,919961659364140886,Rental unit in Antwerpen · 3 bedrooms · 5 beds · 1 bath,,491918409,within an hour,100%,96%,f,19,19,,Hoboken - Zuidoost,,51.1707072,4.3678341,Entire rental unit,Entire home/apt,5,,1 bath,,5.0,[],,6,365,365,1,1,0,2023-07-16,2023-07-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,17,17,0,0,0.18,5.0,5.0
1888,919985374617486064,Rental unit in Antwerpen · ★3.78 · 2 bedrooms · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.2191821,4.4081792,Entire rental unit,Entire home/apt,9,,1.5 baths,,4.0,[],71.0,1,5,5,8,8,1,2023-08-25,2023-12-08,3.78,3.56,4.33,4.22,4.44,4.67,4.11,t,69,69,0,0,1.92,5.0,5.0
1889,920346077058640538,Condo in Antwerpen · ★4.70 · 1 bedroom · 1 bed · 1 bath,"Antwerpen wordt ook wel dé modestad genoemd en dat kan je in deze buurt volop ontdekken...<br /><br />Op de Meir vind je voornamelijk de grote ketens. Kijk niet alleen naar de etalages maar bewonder ook de adembenemende architectuur van de winkelpanden uit de 18de en 19de eeuw.<br /><br />Hou je meer van hip en trendy dan is de Kammenstraat zeker een bezoekje waard. De Nationalestraat en de omliggende straten, waaronder Lombarden- en Steenhouwersvest, vormen het modieuze hart van Antwerpen. <br /><br />Voor iedereen die geïnteresseerd is in geschiedenis, monumenten en sfeervolle pleinen en steegjes... ook het historisch centrum is vlakbij.<br /><br />Daarnaast zijn andere wijken zoals 't Zuid, 't Eilandje, Zurenborg of Diamand zeker een bezoekje waard.",22428501,within an hour,100%,100%,f,3,4,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.21688223948747,4.408073749051598,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],90.0,2,365,365,10,10,1,2023-07-14,2023-12-15,4.7,5.0,4.6,4.8,4.7,5.0,4.7,t,3,3,0,0,1.8,5.0,5.0
1890,920657241108245558,Condo in Antwerpen · ★4.82 · 3 bedrooms · 3 beds · 3 baths,"Antwerpen wordt ook wel dé modestad genoemd en dat kan je in deze buurt volop ontdekken...<br /><br />Op de Meir vind je voornamelijk de grote ketens. Kijk niet alleen naar de etalages maar bewonder ook de adembenemende architectuur van de winkelpanden uit de 18de en 19de eeuw.<br /><br />Hou je meer van hip en trendy dan is de Kammenstraat zeker een bezoekje waard. De Nationalestraat en de omliggende straten, waaronder de Lombarden- en Steenhouwersvest, vormen het modieuze hart van Antwerpen.<br /><br />Voor iedereen die geïnteresseerd is in geschiedenis, monumenten en sfeervolle pleinen en straten... ook het historisch centrum is vlakbij!<br /><br />Ook andere wijken zoals 't Zuid, 't Eilandje, Zurenborg of Diamand zijn zeker een bezoekje waard.",22428501,within an hour,100%,100%,f,3,4,"Antwerpen, Vlaams Gewest, Belgium",Theaterbuurt-Meir,,51.21800469999999,4.4078762,Entire condo,Entire home/apt,6,,3 baths,,3.0,[],279.0,2,365,365,11,11,3,2023-07-24,2023-12-26,4.82,4.82,4.73,4.91,4.73,4.82,4.64,t,3,3,0,0,2.1,5.0,4.875
1891,920986888008652696,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,Met een gerust hart kan ik je meegeven dat het appartement in een veilige buurt gelegen is. <br />Op 1 min. wandelen van het grootste en gezelligste park van Antwerpen (Park Spoor Noord). Het park heeft ook een zomerbar waar het heerlijk vertoeven is. <br />Op 100 m: kleine supermarkt<br />Op 800m grote supermarkt (Albert Heijn)<br />Hartje van Antwerpen op ca. 2 km,10486010,,,80%,f,1,1,"Antwerpen, Vlaams Gewest, Belgium",Dam,,51.23152,4.42855,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],80.0,3,160,160,4,4,0,2023-07-16,2023-09-24,5.0,5.0,4.75,5.0,4.75,3.5,4.5,f,1,1,0,0,0.73,5.0,4.5
1892,921006261721178444,Home in Antwerpen · 3 bedrooms · 3 beds · 1.5 baths,,62395775,within an hour,100%,50%,f,1,1,,Borgerhout Extra Muros,,51.20067354128111,4.443786239504855,Entire home,Entire home/apt,5,,1.5 baths,,3.0,[],,2,365,365,1,1,0,2023-07-24,2023-07-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.19,5.0,5.0
