listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
859949494323785449,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,331680198,within a day,100%,100%,f,2.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],152.0,30,365,1125,1,1,0,2023-06-09,2023-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.15
859973882471353355,Rental unit in Rotterdam · 1 bedroom · 1 bath,"The Provenierswijk is central but quiet, it is a green area with tiny canals. Furthermore, there are a lot of nice restaurants and places to drink coffee.",507349551,,,50%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,,[],,3,28,28,1,1,0,2023-06-18,2023-06-18,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,1,1,0,0.16
861995674983329093,Rental unit in Rotterdam · ★New · 1 bedroom · 1 bed · 1 bath,,73699416,within an hour,100%,67%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],93.0,3,95,95,2,2,2,2023-11-27,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,2.0
862190794166658788,Bed and breakfast in Rotterdam · ★4.63 · 8 bedrooms · 23 beds · 4.5 shared baths,"Hotspot van Rotterdam, dicht bij het centrum.<br />Luxor theater op 500 meter afstand<br />Vele restaurants in de buurt<br />Ahoy op 3 metro haltes afstand",228183003,within an hour,100%,99%,t,4.0,4,Private room in bed and breakfast,Private room,16,,4.5 shared baths,,23.0,[],57.0,1,4,4,16,16,1,2023-06-14,2023-11-29,4.63,4.63,4.56,4.69,4.69,4.81,4.63,f,4,0,0,2.49
866562925691649808,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,The house is located on a canal in multi cultural neighbourhood which boosts a large number of typical Dutch-Surinam shops and takeways. The city centre is 10 minutes by bike (you can use two of our bikes).,48240055,within a day,100%,88%,t,1.0,1,Private room in home,Private room,2,,1.5 baths,,1.0,[],150.0,2,7,7,22,22,0,2023-04-15,2023-10-08,5.0,4.91,4.95,4.86,4.95,4.68,4.91,f,1,0,0,2.61
867691861296540481,casa particular in Rotterdam · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,City centre is the place to be!,4961550,within an hour,100%,100%,f,5.0,6,Private room in casa particular,Private room,2,,1.5 shared baths,,1.0,[],65.0,2,365,1125,13,13,0,2023-04-22,2023-11-11,4.43,4.64,4.36,4.57,4.79,4.57,4.43,t,5,1,0,1.59
869217097647402731,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,13011940,within a few hours,100%,82%,f,2.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],204.0,3,180,180,8,8,0,2023-07-10,2023-11-11,5.0,4.88,4.75,5.0,5.0,4.88,4.88,f,2,2,0,1.44
872129650786929668,Condo in Rotterdam · ★4.96 · 1 bedroom · 1 bed · 1 private bath,"De Provenierswijk is momenteel één van de leukste en populairste wijken van de stad en de Provenierssingel is misschien wel de mooiste straat uit de wijk. Op loopafstand bevinden zich leuke espressobarretjes, restaurants en uiteraard het Centraal Station.",38535698,within an hour,100%,86%,t,2.0,2,Private room in condo,Private room,2,,1 private bath,,1.0,[],115.0,1,31,31,28,28,1,2023-05-11,2023-12-02,4.96,4.93,4.93,4.86,4.93,4.93,4.79,f,2,0,0,3.7
872187109386453415,Tiny home in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,,118041670,within a few hours,100%,91%,f,1.0,1,Tiny home,Entire home/apt,2,,1 bath,,1.0,[],129.0,2,1125,1125,12,12,0,2023-06-08,2023-09-21,4.67,4.58,4.42,4.75,4.83,4.75,4.25,f,1,1,0,1.81
872374214976430847,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,,210722405,within an hour,100%,93%,t,2.0,2,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],,2,365,365,9,9,0,2023-05-21,2023-10-20,5.0,5.0,5.0,4.56,5.0,4.78,4.78,f,2,1,0,1.24
877557014530356375,Rental unit in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,,6822055,within a few hours,100%,71%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],95.0,3,1125,1125,12,12,1,2023-09-08,2023-11-24,4.92,4.75,4.83,4.92,4.92,4.75,4.67,f,1,1,0,3.36
878290500723715844,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Rustige buurt met veel gezinnen.,248187061,within a day,100%,80%,f,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],149.0,3,14,14,5,5,0,2023-05-21,2023-09-29,5.0,5.0,5.0,5.0,5.0,4.0,4.6,f,1,1,0,0.69
878827662958750514,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,"20 meters from shopping center Alexandrium in Rotterdam East 200 shops, restaurants, 16 megastores.（Please check the video I have made for this room in the photos, you need to copy the link and watch it on YouTube.）<br /><br />140 meters from Train Station and Metro station Central Alexandrium. 5 mins train to Rotterdam Central, 15 mins Metro to Rotterdam Central.",511998359,within a few hours,100%,100%,f,1.0,1,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],69.0,1,1125,1125,9,9,0,2023-05-20,2023-11-17,4.89,4.89,4.78,5.0,5.0,4.67,4.67,f,1,0,0,1.24
879599687931692146,Rental unit in Rotterdam · ★4.70 · 1 bedroom · 1 bed · 1 bath,Centraal gelegen in de levendige wijk Carnisse.,512178212,within an hour,100%,95%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],84.0,1,28,1125,33,33,2,2023-06-08,2023-12-13,4.7,4.67,4.73,4.91,4.94,4.48,4.45,t,1,1,0,4.97
881106279117536950,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 private bath,"Right in the city centre, restaurants, bars and nightlife just around the corner.",4961550,within an hour,100%,100%,f,5.0,6,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],46.0,2,365,365,1,1,1,2023-12-08,2023-12-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,1,0,1.0
882404772573554055,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,,14548696,within an hour,100%,89%,f,1.0,11,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],190.0,2,365,1125,5,5,0,2023-06-04,2023-10-09,5.0,4.8,4.8,5.0,5.0,5.0,4.8,f,1,1,0,0.74
883222340257484528,Home in Rotterdam · 3 bedrooms · 2 beds · 1 bath,,8529892,,,100%,f,1.0,1,Entire home,Entire home/apt,4,,1 bath,,2.0,[],195.0,7,1125,1125,2,2,0,2023-08-20,2023-09-04,4.5,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0.48
885261410160735298,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,7100418,within a few hours,100%,80%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],150.0,5,30,30,5,5,0,2023-06-09,2023-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.76
886753736688683383,Rental unit in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,,415935303,within a few hours,100%,73%,t,3.0,3,Private room in rental unit,Private room,2,,1.5 baths,,1.0,[],91.0,2,365,365,12,12,3,2023-05-28,2023-12-11,4.67,4.58,4.58,4.67,4.75,4.67,4.25,f,2,0,0,1.71
887002043705301681,Bed and breakfast in Rotterdam · ★4.89 · 9 bedrooms · 27 beds · 2 baths,,228183003,within an hour,100%,99%,t,4.0,4,Private room in bed and breakfast,Private room,16,,2 baths,,27.0,[],69.0,1,1125,1125,9,9,0,2023-08-17,2023-10-27,4.89,5.0,4.78,5.0,5.0,4.89,4.89,f,4,0,0,2.09
889848837390188171,Rental unit in Rotterdam · ★4.75 · 2 bedrooms · 2 beds · 1 bath,"Supermarket nearby, wine shop, organic shop, night shop, ice-cream shop (de ijsmaker). Tram, bus, train nearby. Rent a boat nearby. Access to the Bergse lake or Kralingen through the canal, must say it's wonderful in summer.",514436531,within an hour,100%,96%,t,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],170.0,2,14,14,12,12,0,2023-05-29,2023-11-12,4.75,4.92,4.67,4.92,5.0,4.75,4.67,f,1,1,0,1.72
893222256752442395,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,5249084,a few days or more,14%,24%,f,1.0,8,Private room in rental unit,Private room,1,,1 bath,,1.0,[],65.0,3,365,365,1,1,0,2023-05-26,2023-05-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,0,0.14
893439591966411114,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Upcoming neighborhood, close to CS, city center (Meent) and Kralingse Bos",515200301,within an hour,100%,75%,f,1.0,1,Entire rental unit,Entire home/apt,1,,1 bath,,1.0,[],149.0,3,1125,1125,3,3,0,2023-06-04,2023-08-04,5.0,5.0,5.0,5.0,5.0,5.0,4.33,f,1,1,0,0.44
894194650166262514,Rental unit in Rotterdam · ★4.25 · 2 bedrooms · 2 beds · 1 bath,,272746223,within an hour,100%,100%,f,1.0,2,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,2,365,365,4,4,0,2023-06-23,2023-10-21,4.25,4.5,3.5,4.25,5.0,5.0,4.5,t,1,1,0,0.65
895346820557353558,Hotel in Rotterdam · 2 bedrooms · 2 beds · 2 baths,,9244807,within an hour,100%,39%,f,5.0,5,Room in hotel,Private room,4,,2 baths,,2.0,[],377.0,1,365,365,1,1,0,2023-09-29,2023-09-29,5.0,3.0,5.0,5.0,5.0,5.0,5.0,f,4,0,0,0.35
896055271296651774,Rental unit in Rotterdam · ★4.73 · 3 bedrooms · 3 beds · 1.5 baths,,352667119,within a few hours,100%,82%,f,2.0,2,Entire rental unit,Entire home/apt,5,,1.5 baths,,3.0,[],225.0,3,365,365,11,11,2,2023-06-23,2023-12-10,4.73,5.0,4.82,5.0,4.91,4.27,4.55,f,2,2,0,1.79
896382526260328506,Rental unit in Rotterdam · ★4.33 · 2 bedrooms · 3 beds · 1 bath,"Rustig gelegen nabij voetbalstadion de Kuip. Op loopafstand diverse winkels, restaurants, horeca, parken, etc.",515845756,,,90%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],180.0,3,60,60,6,6,0,2023-06-18,2023-09-29,4.33,4.33,4.17,4.67,4.5,4.67,4.5,f,1,1,0,0.95
896441312480251549,Rental unit in Rotterdam · ★New · 1 bedroom · 1 bed · Half-bath,,149289866,within a few hours,100%,29%,f,1.0,4,Private room in rental unit,Private room,2,,Half-bath,,1.0,[],60.0,1,365,365,2,2,0,2023-10-29,2023-11-05,4.5,4.5,4.5,5.0,5.0,4.5,5.0,f,1,0,0,1.07
896503327733390875,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,156899559,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],122.0,21,365,365,1,1,0,2023-05-27,2023-05-27,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,1,0,0.14
901035456524462935,Boat in Rotterdam · ★4.79 · 2 bedrooms · 2 beds · 1.5 baths,"Most guests are surprised How quiet the neighbourhood is and at the same time how close to Pluvier is moored to the highlights of the city.<br /><br />Parking at ""parkeerplaats de vijf werelddelen"" 500 mtr. From the boat is relatieve cheap at 1€ per hour or 8€ for 24 hours. <br /><br />Tram nr. 20, 23 and 25 stop at 250 mtr. from the boat. Tramstop Pinckhofsweg. <br /><br />Metro station Wilhelminakade at 450 mtr. <br /><br />Supermarkets, bars, restaurants (Chinese, Surinamers, Pizaria, snackfood) you will find around the corner.",60379943,within an hour,100%,99%,t,3.0,4,Boat,Entire home/apt,3,,1.5 baths,,2.0,[],134.0,1,365,1125,34,34,1,2023-06-06,2023-12-17,4.79,4.74,4.5,4.88,4.97,4.79,4.5,t,3,3,0,5.07
901456621459214857,Townhouse in Rotterdam · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,"De buurt is erg prettig. Centraal gelegen in een oude stadswijk, maar de woning is modern. Winkels zijn vlakbij en tot 22 u open en ook op zondag. Aan het einde van de straat is een park. De bus stopt op de hoek (50m) en gaat direct naarhet station. Loopafstand tot centrum ongeveer 10  minuten. Metro en tram ook vlakbij",423101007,within an hour,100%,93%,t,1.0,1,Entire townhouse,Entire home/apt,2,,1.5 baths,,2.0,[],100.0,7,28,28,9,9,1,2023-07-16,2023-11-27,4.89,5.0,3.78,5.0,5.0,4.78,4.78,f,1,1,0,1.68
903651175027438012,Rental unit in Rotterdam · 1 bedroom · 2 beds · 1 bath,,91066009,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],143.0,5,365,365,1,1,0,2023-11-01,2023-11-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.57
904883721217822748,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"The location is in the quiet area next to the pond, but just a few minutes away from the vibrant heart of the city.",454796450,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],153.0,1,60,60,5,5,0,2023-07-09,2023-10-01,5.0,4.8,5.0,5.0,5.0,4.8,4.6,f,1,1,0,0.89
905984558945192701,Home in Rotterdam · 5 bedrooms · 4 beds · 2 baths,,71543403,within an hour,100%,100%,f,2.0,2,Entire home,Entire home/apt,8,,2 baths,,4.0,[],254.0,3,365,1125,1,1,0,2023-07-15,2023-07-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,t,2,2,0,0.19
906556642623161145,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 3 beds · 2 baths,,459580656,within a few hours,80%,43%,f,1.0,1,Entire rental unit,Entire home/apt,4,,2 baths,,3.0,[],185.0,2,25,25,6,6,0,2023-06-09,2023-09-30,4.67,5.0,4.33,4.83,4.83,4.67,4.83,f,1,1,0,0.91
906639350527234612,Rental unit in Rotterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,,248680026,,,96%,t,1.0,1,Entire rental unit,Entire home/apt,3,,1.5 baths,,2.0,[],,2,30,1125,15,15,0,2023-06-25,2023-09-02,4.8,4.87,4.93,5.0,4.93,4.87,4.73,f,1,1,0,2.47
907049050408446763,Rental unit in Rotterdam · ★4.20 · 1 bedroom · 1 bed · 1.5 baths,,131622113,within an hour,100%,97%,f,1.0,4,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],215.0,4,365,1125,5,5,0,2023-08-22,2023-10-07,4.2,4.4,4.0,4.2,3.8,4.8,4.0,t,1,1,0,1.21
907296135262560333,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1.5 baths,,415935303,within a few hours,100%,73%,t,3.0,3,Private room in rental unit,Private room,2,,1.5 baths,,1.0,[],89.0,2,365,365,1,1,0,2023-07-02,2023-07-02,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,2,0,0,0.17
908716111605192267,Rental unit in Rotterdam · 2 bedrooms · 1 bed · 1 bath,,42103117,,,100%,f,2.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],165.0,2,60,60,2,2,0,2023-07-02,2023-09-13,4.5,4.0,4.5,5.0,4.5,4.5,4.0,f,2,2,0,0.34
909156158028584823,Home in Rotterdam · 1 bedroom · 1 bed · 1 bath,"Het Oude Noorden is een opkomende buurt met allemaal leuke plekjes om te eten en drinken, van goede koffie tot traditionele kroegen. Iedere zaterdag is er een hele leuke en gezellige markt in de buurt. Allemaal op loopafstand en 20 minuten lopen vanaf Centraal Station.",12541191,,,100%,f,1.0,1,Entire home,Entire home/apt,2,,1 bath,,1.0,[],125.0,5,8,8,2,2,0,2023-07-07,2023-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.35
909952060282087522,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,"10 min met de watertaxi naar het centrum. Heerlijk rustig aan de Maas, tegenover de Kuip.",420427758,within an hour,100%,100%,f,1.0,1,Private room in condo,Private room,1,,1 shared bath,,1.0,[],175.0,1,1,1,4,4,0,2023-06-15,2023-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,0,0.63
911550833739137119,Cabin in Hoek van Holland · ★4.75 · 2 bedrooms · 3 beds · 1 bath,,428901737,within an hour,100%,100%,f,1.0,1,Entire cabin,Entire home/apt,4,,1 bath,,3.0,[],150.0,3,14,14,4,4,0,2023-06-17,2023-10-12,4.75,4.25,4.25,4.75,5.0,4.75,4.75,f,1,1,0,0.63
912983700730641281,Rental unit in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Located at the Hofplein fountain and the City Hall of Rotterdam. Close to popular streets and places.<br />- Meent<br />- Blaak<br />- Rotterdam Centraal<br />- Lijnbaan<br />- Witte de Witstraat<br />- Erasmusbrug<br />- Markthal<br />- Coolsingel<br />- Stadhuisplein,519799373,a few days or more,0%,77%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,3,12,12,7,7,0,2023-08-16,2023-10-23,5.0,4.86,4.57,4.86,4.86,4.86,4.71,f,1,1,0,1.62
913491027133180293,Home in Rotterdam · ★5.0 · 3 bedrooms · 4 beds · 2 baths,,9501530,within a day,100%,64%,f,1.0,1,Entire home,Entire home/apt,6,,2 baths,,4.0,[],299.0,2,14,14,5,5,0,2023-07-02,2023-10-08,5.0,4.8,4.8,5.0,5.0,4.8,4.6,f,1,1,0,0.86
913630558342420775,Rental unit in Rotterdam · ★5.0 · 3 bedrooms · 2 beds · 1.5 baths,,80313038,within a few hours,100%,100%,f,1.0,1,Entire rental unit,Entire home/apt,5,,1.5 baths,,2.0,[],197.0,2,365,365,3,3,0,2023-08-19,2023-08-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.71
913648216004505879,Rental unit in Rotterdam · 2 bedrooms · 3 beds · 1.5 baths,,7199799,,,83%,f,2.0,2,Entire rental unit,Entire home/apt,5,,1.5 baths,,3.0,[],,2,365,365,2,2,0,2023-06-25,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0.33
913693606534420752,Rental unit in Rotterdam · ★3.75 · 1 bedroom · 1 bed · 1 bath,,42798687,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],111.0,7,30,30,4,4,0,2023-07-04,2023-08-15,3.75,4.0,3.75,4.0,4.0,4.0,3.75,f,1,1,0,0.69
915214578555893791,Condo in Rotterdam · 1 bedroom · 2 beds · 1.5 baths,"Het is rustig wonen en het appartement is goed geisoleerd tegen kou en geluid. Er kan op de 5e verdieping gebruik gemaakt worden van het dakterras. De Markthal, Kubuswoningen en Station Blaak is op loopafstand.",130307891,,,67%,f,1.0,1,Entire condo,Entire home/apt,2,,1.5 baths,,2.0,[],140.0,5,20,20,2,2,0,2023-08-08,2023-08-24,4.5,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0.43
916465186029404860,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,"We adore the neighborhood we live in. It has a cosy and communal vibe, but at the same time breathes the cosmopolitanism and vibrancy of Rotterdam. On Saturdays there is a lovely organic farmer's market at Noordplein (5 minutes walk). The river 'de Rotte' is a 2 minute walk and leads you to some beautiful green spots in the city. At Zwart Janstraat (2 min walk) you find everything you need in terms of groceries, little supermarket, fresh bread, nuts, lovely Moroccan breakfasts and more. At Zwaanshals (1 min walk) you find some of the most interesting and creative stores in Rotterdam, as well as various lovely second hand clothes shops. The house is close to various cafés like Tom's coffee, Hopper, Bonza and all-day breakfast at Wolly. Restaurants are also well-represented in the neighborhood ranging from the hip and delicious middle-Eastern Mecca to Spanish tapas at Destino, Italian delicacies at Mangiare, top (and relatively cheap) pizzas from Salerno.",7306355,within a day,100%,100%,f,1.0,5,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],101.0,4,40,40,3,3,0,2023-07-09,2023-11-04,5.0,5.0,4.67,5.0,5.0,4.67,4.67,f,1,1,0,0.54
916487308081306569,Home in Rotterdam · ★4.43 · 1 bedroom · 1 bed · 1 bath,,406517090,within a day,100%,71%,f,1.0,1,Entire home,Entire home/apt,2,,1 bath,,1.0,[],110.0,2,365,365,7,7,0,2023-07-06,2023-08-13,4.43,4.86,4.29,4.86,4.57,4.43,4.43,f,1,1,0,1.23
916524786180619177,Home in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,32329604,within a day,100%,33%,f,1.0,1,Entire home,Entire home/apt,5,,1 bath,,3.0,[],134.0,1,365,365,1,1,0,2023-08-13,2023-08-13,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,1,0,0.23
917403555335869211,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,44740754,,,100%,f,1.0,2,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],300.0,2,365,365,2,2,0,2023-08-29,2023-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.51
917823687103206018,Rental unit in Rotterdam · ★4.38 · 2 bedrooms · 2 beds · 2 baths,"Fine, friendly and especially green environment close to the center of Rotterdam. Within walking distance all kinds of different restaurants, cafes and other amenities. Several supermarkets nearby.",389767528,within a day,100%,83%,f,1.0,1,Entire rental unit,Entire home/apt,4,,2 baths,,2.0,[],214.0,2,1125,1125,8,8,0,2023-07-03,2023-09-07,4.38,4.25,3.75,4.5,4.75,4.63,4.38,f,1,1,0,1.38
917965155851332201,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 3 beds · 1 bath,A lively multicultural neighbourhood where most neighbours know eachother. Also a very creative and artistic community.,130107935,within a few hours,100%,94%,t,2.0,2,Entire rental unit,Entire home/apt,4,,1 bath,,3.0,[],80.0,2,20,20,24,24,2,2023-07-02,2023-12-10,4.8,4.84,4.8,4.88,4.96,4.6,4.8,f,2,2,0,4.11
918545438833768719,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,9292201,,,75%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],120.0,1,30,30,3,3,0,2023-06-30,2023-07-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.51
918638253264870271,Home in Rotterdam · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,,521193203,within an hour,100%,88%,t,1.0,1,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],174.0,2,365,365,21,21,4,2023-08-12,2023-12-17,4.95,5.0,4.86,4.76,4.95,4.95,4.95,f,1,1,0,4.7
918704007144589015,Home in Hoogvliet Rotterdam · ★4.86 · 3 bedrooms · 3 beds · 1 bath,,27979548,within a few hours,100%,55%,f,1.0,1,Entire home,Entire home/apt,5,,1 bath,,3.0,[],155.0,2,30,30,7,7,0,2023-08-06,2023-11-05,4.86,4.86,4.83,5.0,5.0,4.86,4.57,f,1,1,0,1.5
918862328356954637,Rental unit in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,15209853,within a day,100%,20%,f,1.0,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],,5,24,24,1,1,0,2023-07-31,2023-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.21
919992050117059357,Rental unit in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,,389644133,,,75%,f,1.0,1,Private room in rental unit,Private room,2,,1 bath,,1.0,[],84.0,1,2,2,3,3,0,2023-09-10,2023-10-01,4.67,4.67,4.67,4.67,4.67,4.67,4.33,f,1,0,0,0.86
920241305386696957,Condo in Rotterdam · ★4.95 · 1 bedroom · 1 bed · 1 bath,"Het Witte de Withkwartier is het kloppende hart van de Rotterdamse kunstscene en staat bekend om het bruisende nachtleven. Omdat de Witte de Withstraat het Museumpark en het Maritiem Museum met elkaar verbindt, wordt deze wel de kunstas van Rotterdam genoemd. Erasmusbrug, Euromast, Spido en mooiste stukje Rotterdam; de Veerhaven en het Park op loopafstand.",54305377,within an hour,100%,98%,t,1.0,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],71.0,2,8,1125,37,37,4,2023-07-02,2023-12-16,4.95,4.89,4.95,4.97,5.0,4.97,4.81,t,1,1,0,6.34
921385884681617743,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,23892978,within a few hours,100%,68%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],123.0,3,365,365,7,7,0,2023-07-10,2023-10-20,5.0,5.0,4.86,4.86,5.0,5.0,4.71,f,1,1,0,1.26
922961991025994819,Rental unit in Rotterdam · ★4.50 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,10,10,0,2023-07-24,2023-09-11,4.5,5.0,4.9,4.5,4.8,4.7,4.6,f,48,48,0,1.96
923750646112043642,Home in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,,143876316,within an hour,100%,90%,t,1.0,1,Private room in home,Private room,2,,1 shared bath,,1.0,[],117.0,1,1125,1125,11,11,0,2023-07-02,2023-09-29,4.91,4.82,5.0,4.73,4.91,4.73,4.73,f,1,0,0,1.89
924462476215770203,Rental unit in Rotterdam · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,2,2,0,2023-07-22,2023-07-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,48,48,0,0.39
924465155507757238,Rental unit in Rotterdam · ★4.70 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,10,10,1,2023-07-23,2023-12-01,4.7,4.5,4.8,4.6,4.9,4.3,4.5,t,48,48,0,1.95
924467022278219417,Rental unit in Rotterdam · ★4.27 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,11,11,1,2023-07-22,2023-12-03,4.27,4.64,4.45,4.09,4.55,4.55,4.18,f,48,48,0,2.13
924471887254286951,Rental unit in Rotterdam · ★4.86 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,14,14,1,2023-08-13,2023-12-02,4.86,4.93,4.93,4.93,4.93,4.86,4.71,f,48,48,0,3.16
924477122308903939,Rental unit in Rotterdam · ★4.70 · 3 bedrooms · 3 beds · 1 bath,,448782489,within an hour,82%,91%,f,53.0,102,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],117.0,30,180,180,10,10,1,2023-07-31,2023-12-01,4.7,4.9,4.9,4.9,4.8,4.5,4.7,f,48,48,0,2.05
