id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
894983711280896668,Rental unit in Antwerpen · ★3.88 · 1 bedroom · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,7,,1.5 baths,,4.0,[],71.0,1,5,5,8,8,0,2023-06-27,2023-11-16,3.88,3.88,3.88,4.13,4.5,4.29,4.0,t,134,134,0,0,1.3
895430103730369911,Condo in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 1 bath,"Of u nu voor zaken of plezier reist, u vindt de meeste bezienswaardigheden, een verfijnde keuken en het winkelgebied op loopafstand.",515630214,within an hour,100%,100%,f,2,2,Entire condo,Entire home/apt,6,,1 bath,,3.0,[],450.0,1,1125,1125,3,3,0,2023-08-06,2023-11-19,5.0,4.67,5.0,5.0,5.0,4.67,5.0,t,2,2,0,0,0.63
895619817607091291,Rental unit in Antwerpen · ★4.70 · 1 bedroom · 2 beds · 1 bath,"Paardenmarkt, nestled in the heart of Antwerp, Belgium, is an enchanting and historic district. <br /><br />This picturesque enclave is renowned for its charming cobblestone streets, quaint architectural wonders, and an animated ambiance that effortlessly marries the allure of yesteryears with contemporary vitality. <br /><br />The district's name, ""Horse Market,"" harkens back to its historical prominence as a trading hub for equines. Today, Paardenmarkt is a thriving neighborhood, replete with inviting cafes, boutique shops, and cultural treasures, rendering it an essential stop for those keen on exploring Antwerp's rich heritage. <br /><br />With its warm and welcoming atmosphere, Paardenmarkt offers a delightful window into the city's past, all the while remaining an effervescent part of its present.",515678620,within an hour,100%,99%,t,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],105.0,2,1125,1125,35,35,4,2023-07-07,2023-12-17,4.7,4.7,4.68,4.78,4.95,4.76,4.54,t,1,1,0,0,6.03
896845120028469788,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,30085447,within an hour,100%,100%,f,2,2,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],63.0,2,35,1125,6,6,0,2023-08-07,2023-11-05,5.0,5.0,5.0,5.0,5.0,4.83,5.0,f,2,1,1,0,1.26
897096679943820266,Rental unit in Antwerpen · ★4.29 · 1 bedroom · 2 beds · 1 bath,,515976177,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],96.0,3,1125,1125,14,14,0,2023-07-24,2023-10-21,4.29,4.71,4.07,4.93,5.0,4.21,4.43,t,1,1,0,0,2.68
897194431081004603,Rental unit in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 1 bath,,269347920,within a day,100%,65%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,2,1125,1125,5,5,0,2023-05-28,2023-09-30,4.6,4.8,4.6,5.0,5.0,5.0,4.8,f,1,1,0,0,0.7
897208694287559811,Home in Antwerpen · ★4.14 · 2 bedrooms · 4 beds · 1 bath,,34942782,within a day,77%,59%,f,1,1,Entire home,Entire home/apt,5,,1 bath,,4.0,[],98.0,1,90,90,7,7,1,2023-07-13,2023-12-10,4.14,4.0,4.0,4.29,4.14,4.0,4.14,f,1,1,0,0,1.25
897507430656967659,Rental unit in Antwerpen · ★4.35 · 1 bedroom · 1 bed · 1 bath,"The old city centre is steeped in history. You will find it in ancient building-fronts on narrow streets or in the imposing Grand-Place. The Plantin-Moretus Museum is the only museum in the world to be classified as a Unesco World Heritage site. In the shadow of the Cathedral of Our Lady, the city teems with life in intimate pubs and restaurants. The banks of the Scheldt are a great place for a breath of fresh air.<br /><br />Antwerp is a world city on a human scale. There’s always something to see and experience from interesting museums and fun attractions to surprising spots and architectural highlights.<br /><br />""Finger-licking good food? Antwerp is the place to be! Experience the city's welcoming terraces on the many squares and, in addition to Belgian staples such as fries and chocolate, sample local delicacies such as the beer ""Bolleke"" and the liqueur ""Elixir d'Anvers"".<br /><br />Whether you’re a quiet connoisseur, stern onlooker or boogie wonder, Antwerp’s nightlife is unfai",483654819,,,,f,38,607,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],176.0,2,90,90,20,20,1,2023-06-25,2023-11-27,4.35,4.65,4.85,4.45,4.3,4.6,4.2,t,7,7,0,0,3.23
897507549383830574,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,"The old city centre is steeped in history. You will find it in ancient building-fronts on narrow streets or in the imposing Grand-Place. The Plantin-Moretus Museum is the only museum in the world to be classified as a Unesco World Heritage site. In the shadow of the Cathedral of Our Lady, the city teems with life in intimate pubs and restaurants. The banks of the Scheldt are a great place for a breath of fresh air.<br /><br />Antwerp is a world city on a human scale. There’s always something to see and experience from interesting museums and fun attractions to surprising spots and architectural highlights.<br /><br />""Finger-licking good food? Antwerp is the place to be! Experience the city's welcoming terraces on the many squares and, in addition to Belgian staples such as fries and chocolate, sample local delicacies such as the beer ""Bolleke"" and the liqueur ""Elixir d'Anvers"".<br /><br />Whether you’re a quiet connoisseur, stern onlooker or boogie wonder, Antwerp’s nightlife is unfai",483654819,,,,f,38,607,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],177.0,2,90,90,17,17,3,2023-06-05,2023-12-12,4.89,4.78,4.83,4.44,4.67,4.94,4.78,t,7,7,0,0,2.48
897507865647359806,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,,483654819,,,,f,38,607,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],176.0,2,90,90,9,9,2,2023-07-19,2023-12-18,4.89,4.89,4.78,3.78,4.11,4.89,4.78,t,7,7,0,0,1.67
898413400339516744,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 2 beds · Shared half-bath,Quiet residential area in the Zuid but with supermarkets and restaurants nearby,104148785,within an hour,100%,100%,f,1,5,Private room in rental unit,Private room,2,,Shared half-bath,,2.0,[],41.0,1,365,1125,9,9,1,2023-09-24,2023-12-06,4.67,4.78,4.78,4.78,4.78,4.67,4.78,t,1,0,1,0,2.84
898915619803851930,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 1 bed · 1 bath,,58820701,within an hour,100%,83%,t,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],78.0,1,365,365,18,18,4,2023-06-17,2023-12-18,4.89,4.89,4.61,4.89,4.89,4.83,4.78,f,1,1,0,0,2.78
899132892280857390,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 2 beds · 1 bath,Cozy bars and restaurants are within walking distance! You can relax here after a day of shopping or sightseeing!<br /><br />Large supermarket 100m from the apartment.,42194389,within an hour,100%,100%,t,6,6,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],156.0,2,30,1125,5,5,0,2023-06-02,2023-09-23,5.0,5.0,5.0,4.6,5.0,4.6,4.8,t,3,3,0,0,0.72
899202881946920222,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 2 beds · 1 bath,"Explore Antwerp: A Fusion of Historical Charm and Modern Vibrancy<br /><br />In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, y",19485203,within an hour,100%,99%,t,3,4,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],97.0,1,180,180,35,35,7,2023-06-08,2023-12-18,4.69,4.75,4.69,4.81,4.67,4.75,4.67,t,3,3,0,0,5.17
899950343651719665,Rental unit in Antwerpen · 2 bedrooms · 2 beds · 1 bath,There is free WIFI and a nice quite terrace with furniture. The apartment has a easy access with lift and guest have access to the entire apartment.<br />The location is ideal for a city trip in lovely Antwerp. Downtown historical Antwerp is in walking distance and there are good tram connections close by.,516682731,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],127.0,2,45,45,1,1,0,2023-07-18,2023-07-18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.18
901129454849626834,Rental unit in Antwerpen · ★4.73 · 1 bedroom · 2 beds · 1.5 baths,"Sint-Paulusstraat in Antwerp boasts a vibrant neighborhood filled with an array of delightful attractions. Explore the cobbled streets lined with charming boutiques, trendy cafes, and artisanal shops, offering a unique shopping experience. Immerse yourself in the rich history of the area by visiting the iconic St. Paul's Church, known for its stunning baroque architecture and impressive art collection.<br /><br />Indulge your taste buds with a variety of culinary delights as you discover the neighborhood's diverse dining scene. From cozy cafes serving freshly brewed coffee and pastries to exquisite restaurants offering local and international cuisine, there is something to satisfy every palate.<br /><br />For art enthusiasts, the Royal Museum of Fine Arts is just a short stroll away. Immerse yourself in the world of masterpieces by renowned artists, showcasing a range of artistic styles and periods.<br /><br />Take a leisurely walk along the picturesque riverfront, enjoying scenic view",182436482,within an hour,100%,100%,t,6,7,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],158.0,2,365,1125,36,36,1,2023-06-04,2023-12-10,4.73,4.76,4.86,4.86,4.95,4.84,4.73,t,5,5,0,0,5.22
901160903436846640,Rental unit in Antwerpen · ★4.0 · 2 bedrooms · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,9,,1.5 baths,,4.0,[],71.0,1,5,5,12,12,2,2023-06-26,2023-12-07,4.0,4.0,3.92,4.42,4.42,4.67,4.08,t,69,69,0,0,1.95
901199590041070638,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 4 beds · 2 baths,,5274056,within an hour,100%,86%,f,1,1,Entire rental unit,Entire home/apt,4,,2 baths,,4.0,[],114.0,2,30,30,9,9,1,2023-06-19,2023-12-11,4.89,4.89,4.89,5.0,4.78,4.67,4.78,f,1,1,0,0,1.41
901336974075044307,Home in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,"Onze locatie ligt in het oude stadsgedeelte, een hippe buurt met gezelligen restaurants en winkeltjes, musea, de Scheldekaai , het zuidpark, kathedraal allemaal op wandelafstand en toch in een zalig rustig steegje",488063496,within a few hours,100%,100%,f,1,1,Entire home,Entire home/apt,2,,1 bath,,1.0,[],94.0,3,31,31,9,9,2,2023-08-01,2023-12-17,4.78,4.89,5.0,4.89,4.89,4.89,4.44,f,1,1,0,0,1.81
901892327490451568,Rental unit in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1 bath,,147223529,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],94.0,3,365,1125,5,5,0,2023-06-11,2023-09-15,4.8,5.0,4.8,4.2,4.8,4.6,4.2,t,1,1,0,0,0.75
902138285112252725,Rental unit in Antwerpen · ★4.52 · 1 bedroom · 2 beds · 1 bath,"Embark on a captivating journey through Antwerp, starting from the enchanting Venusstraat. As you step out onto the vibrant streets, you'll find yourself immersed in a city teeming with history, culture, and architectural wonders.<br /><br />Begin your exploration by strolling through the charming cobbled lanes, where you'll encounter a delightful blend of boutique shops, art galleries, and inviting cafes. Take your time to browse through the unique offerings, from fashionable clothing and accessories to local artisan crafts and antique treasures.<br /><br />As you venture further, you'll find yourself captivated by the awe-inspiring beauty of the Cathedral of Our Lady. Its towering spires and intricate Gothic architecture will leave you in awe. Step inside to marvel at the exquisite works of art by masters like Rubens and Van Dyck that adorn its walls.<br /><br />Continue your journey to the majestic Grote Markt, a bustling square brimming with historical charm. Admire the stunning Br",182436482,within an hour,100%,100%,t,6,7,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],131.0,2,365,1125,31,31,1,2023-06-06,2023-12-04,4.52,4.45,4.55,4.55,4.68,4.55,4.39,t,5,5,0,0,4.54
902955730490672987,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,"Welkom bij ons gezellige appartement in Linkeroever, de perfecte uitvalsbasis voor een onvergetelijk verblijf in Antwerpen! Laat me je meenemen op een reis door onze buurt en ontdek waarom het de ideale locatie is voor je volgende avontuur.<br /><br />Ons appartement is rustig gelegen aan een charmant pleintje, omringd door de heerlijke geuren van twee bakkerijen, een frituur en een pizzeria. Je kunt de dag beginnen met een verse croissant en genieten van een smakelijke lokale lunch op het pleintje. Voor een ontspannen avond kun je hier ook terecht voor een knapperige pizza of een portie Vlaamse frietjes.<br /><br />Aan de overkant van het pleintje schittert de imposante blauwe kerk, omgeven door weelderig groen. Het is een idyllisch zicht dat je meteen in vakantiestemming brengt. En als je zin hebt om even uit te waaien, hoef je alleen maar de straat over te steken en een rustige wandeling te maken in de omliggende groene omgeving.<br /><br />Als het gaat om parkeren, hoef je je geen ",44831213,within a day,100%,83%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],120.0,2,365,365,8,8,0,2023-06-11,2023-10-08,4.88,4.88,4.88,4.88,4.88,4.88,4.88,f,1,1,0,0,1.2
904207636486886606,Home in Antwerpen · ★4.97 · 1 bedroom · 1 bed · 1 private bath,""" 't Zuid"" or the South part of Antwerp city is by far the most exciting neighbourhood. With all it's restaurants, bars, world class museums... and footsteps away from the historical city centre, It really is the place to be.",93099898,within an hour,100%,96%,t,1,2,Private room in home,Private room,2,,1 private bath,,1.0,[],84.0,2,7,7,32,32,2,2023-06-08,2023-12-17,4.97,4.97,5.0,4.97,5.0,4.81,4.94,f,1,0,1,0,4.73
904848330381923922,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 bath,,72513710,within a few hours,100%,60%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],83.0,2,365,365,1,1,1,2023-12-10,2023-12-10,4.0,4.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0
905084854942122523,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 2 beds · 1 bath,,14367631,within an hour,100%,99%,f,10,16,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],181.0,2,365,365,24,24,1,2023-07-04,2023-11-28,4.75,4.83,4.88,4.92,4.92,4.88,4.79,t,10,10,0,0,4.07
905152868865689755,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 3 beds · 1 bath,"Centraal gelegen in een autoluwe straat. <br />De kathedraal, de Grote Markt, de Groenplaats, de Meir, cafés, restaurants en winkels op wandelafstand.",459934284,within an hour,100%,100%,f,1,1,Entire rental unit,Entire home/apt,6,,1 bath,,3.0,[],149.0,1,365,365,32,32,3,2023-09-23,2023-12-16,4.91,5.0,5.0,4.88,5.0,4.94,4.97,f,1,1,0,0,10.0
906178369172108999,Home in Antwerpen · ★4.33 · 4 bedrooms · 13 beds · 1 bath,,127787502,within an hour,100%,99%,f,20,20,Entire home,Entire home/apt,13,,1 bath,,13.0,[],273.0,1,365,365,8,8,0,2023-06-30,2023-11-12,4.33,4.56,4.44,4.78,4.89,4.89,4.56,f,20,20,0,0,1.33
907208552878860971,Home in Antwerpen · ★4.86 · 1 bedroom · 3 beds · 1.5 baths,Super family friendly neighborhood<br />Restos and cafes within walking distance<br />3 parks in the vicinity<br />1 outdoor swimming pool<br />1 sports oasis swimming pool / ice skating rink / tennis / skate / ...<br />near the center of Antwerp,36040604,,,100%,f,2,2,Entire home,Entire home/apt,6,,1.5 baths,,3.0,[],,2,14,14,7,7,0,2023-06-25,2023-10-01,4.86,4.86,4.57,5.0,4.86,4.86,4.57,f,2,2,0,0,1.13
907300206573931678,Rental unit in Antwerp · ★4.81 · 1 bedroom · 2 beds · 1 bath,,1263933,within an hour,100%,98%,t,3,3,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],161.0,2,365,365,41,41,4,2023-06-07,2023-12-16,4.81,4.83,4.88,4.9,4.95,4.83,4.69,f,2,2,0,0,6.03
907880787088876741,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,"Hertoghe Park is very close by, famous Bokertov Dining, Brusketta, A Tavola  Italian Restaurants at 5 min walk and a nice Belgian terrace De Merode 10 min walk",268266984,within a few hours,100%,88%,f,1,1,Entire rental unit,Entire home/apt,3,,2 baths,,2.0,[],185.0,2,21,21,3,3,0,2023-09-17,2023-10-31,5.0,5.0,5.0,5.0,5.0,4.67,4.67,f,1,1,0,0,0.88
907971561663107053,Rental unit in Antwerpen · ★4.75 · 1 bedroom · 1 bed · 1 bath,,71255203,within an hour,100%,83%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],80.0,1,365,365,4,4,0,2023-07-15,2023-10-31,4.75,4.75,4.75,5.0,5.0,4.25,4.5,f,1,1,0,0,0.72
908345909392041192,Home in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,,313501029,within an hour,100%,100%,t,1,1,Entire home,Entire home/apt,2,,1 bath,,1.0,[],91.0,2,365,365,14,14,1,2023-07-06,2023-11-29,4.87,5.0,4.93,4.87,5.0,4.73,4.93,t,1,1,0,0,2.4
908717367188139822,Rental unit in Antwerpen · ★4.72 · 1 bedroom · 1 bed · 1 bath,"Je verblijft in 1 van de mooiste, hipste buurten van centrum Antwerpen. Het is een levendige wijk met vele leuke bars, restaurants, supermarkten en leuke winkels op loopafstand.",14595748,within an hour,100%,98%,t,5,9,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],94.0,1,365,365,45,45,8,2023-06-19,2023-12-16,4.72,4.78,4.78,4.83,4.91,4.83,4.67,t,5,5,0,0,7.03
909296041367510466,Rental unit in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1 bath,,60486169,within a day,100%,65%,f,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],75.0,3,1125,1125,9,9,0,2023-06-26,2023-10-21,4.78,4.89,4.89,4.89,4.89,4.89,4.67,f,1,1,0,0,1.46
909927976078367202,Home in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Aan het bruisende & groene Krugerpark. Supermarkten, bakkers en uitgaan op wandelafstand: Bakker Charif, Bar Leon, Plaza Real, Trix, De Roma, Briquet, Bar Luca, Glou Glou, Mombasa, Borgo Gelato, Goddess Temple, PEK & ART @ ZENO X + DMW Gallery, ... Heerlijke buurt!",8366466,within a few hours,100%,57%,f,1,1,Private room in home,Private room,2,,1 bath,,1.0,[],65.0,1,14,14,3,3,0,2023-07-23,2023-10-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.57
910151061163415712,Camper/RV in Antwerpen · ★4.85 · 1 bedroom · 1 bed · Half-bath,"Caravan Shanti staat gestald in de rustige wijk Deurne Noord, op steenworp afstand van het gezellige buurtcafé Bar Ven en op loopafstand van het grote park Rivierenhof met het Openlucht Theater (OLT).<br /><br />Nabijgelegen bevind zich sportcomplex SportOase om te zwemmen en te sporten.  Op 15 minuten fietsen is er een zwemvijver!<br /><br />2,1 km - Shoppingcentrum Wijnegem<br />2,3 km - Sportpaleis Antwerpen",518518836,within an hour,100%,100%,t,1,1,Camper/RV,Entire home/apt,2,,Half-bath,,1.0,[],48.0,1,2,2,26,26,0,2023-06-14,2023-10-07,4.85,4.85,4.81,4.92,4.88,4.62,4.81,t,1,1,0,0,3.96
910651169956663147,Condo in Antwerpen · ★4.80 · 1 bedroom · 1 bed · 1 bath,"Qua locatie wordt het niet beter dan dit !<br />U bevindt zich midden in het historische stadscentrum van Antwerpen, vlakbij alles, vanaf deze locatie kun je overal heen wandelen, of het nu het Zuid of het Eilandje is, allemaal op wandelafstand.",514955393,within an hour,100%,100%,t,10,10,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],98.0,2,365,1125,19,19,4,2023-07-17,2023-12-24,4.8,4.8,4.75,4.95,5.0,4.85,4.75,t,6,6,0,0,3.48
910660959710425492,Condo in Antwerpen · ★4.56 · 1 bedroom · 2 beds · 1 bath,"Qua locatie wordt het niet beter dan dit !<br />U bevindt zich midden in het historische stadscentrum van Antwerpen, vlakbij alles, vanaf deze locatie kun je overal heen wandelen, of het nu het Zuid of het Eilandje is, allemaal op wandelafstand.",514955393,within an hour,100%,100%,t,10,10,Entire condo,Entire home/apt,4,,1 bath,,2.0,[],96.0,2,1125,1125,9,9,1,2023-07-02,2023-12-18,4.56,4.67,4.67,4.89,4.78,5.0,4.67,t,6,6,0,0,1.51
910939358104019057,Rental unit in Antwerpen · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,,519278681,within an hour,100%,41%,f,1,6,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],35.0,1,365,365,13,13,0,2023-06-19,2023-11-05,4.69,4.77,4.92,4.69,4.77,4.46,4.69,f,1,0,1,0,2.03
912086107582551489,Rental unit in Antwerpen · ★3.17 · 1 bedroom · 1 bed · 1.5 baths,,278620290,within a few hours,80%,82%,f,1,4,Entire rental unit,Entire home/apt,4,,1.5 baths,,1.0,[],106.0,1,1125,1125,6,6,2,2023-06-25,2023-12-17,3.17,3.0,2.67,3.5,3.83,4.0,2.83,f,1,1,0,0,0.97
912190334600696267,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,474437501,within a few hours,100%,100%,f,1,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],111.0,2,1125,1125,5,5,0,2023-07-07,2023-09-10,5.0,5.0,5.0,5.0,5.0,4.6,4.8,t,1,1,0,0,0.86
912223851501912586,Rental unit in Antwerpen · ★4.87 · 1 bedroom · 1 bed · 1 bath,"A vibrant, fun neighborhood with plenty of shops, bars, restaurants, supermarkets and cultural things to do within walking distance!",14595748,within an hour,100%,98%,t,5,9,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],92.0,1,365,1125,30,30,2,2023-08-07,2023-12-10,4.87,4.63,4.87,4.93,4.9,4.83,4.77,t,5,5,0,0,6.29
912287518239989458,Home in Antwerpen · 2 bedrooms · 2 beds · 1 bath,,197025850,within a few hours,80%,75%,f,1,1,Entire home,Entire home/apt,6,,1 bath,,2.0,[],90.0,7,30,30,2,2,0,2023-07-09,2023-08-01,5.0,5.0,4.5,5.0,5.0,4.5,5.0,f,1,1,0,0,0.35
913626445717052412,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 2 baths,A calm residential neighbourhood with beautiful city houses. <br /><br />It's a 10-minute walk to the trendiest bars in town and to the world renowned fine arts museum. <br /><br />Walk 20 minutes and you find yourself at the heart of the shopping district.<br /><br />It's 15min walk from free Parking (Maps: PIVA) and a single 18min tram from the central station.,4483643,,,89%,f,1,1,Entire rental unit,Entire home/apt,4,,2 baths,,2.0,[],,2,30,30,6,6,0,2023-07-02,2023-08-06,5.0,4.83,4.83,5.0,5.0,4.67,5.0,f,1,1,0,0,1.01
913814074799370179,Home in Antwerpen · ★4.63 · 1 bedroom · 2 beds · 1 bath,,520010901,within a few hours,100%,83%,f,2,5,Entire home,Entire home/apt,2,,1 bath,,2.0,[],50.0,1,90,90,8,8,0,2023-06-30,2023-10-20,4.63,4.75,4.5,4.88,4.88,4.5,4.88,f,2,2,0,0,1.33
914311727480488816,Home in Antwerpen · ★5.0 · 4 bedrooms · 4 beds · 1 bath,"Rustige stijlvolle buurt, op 500m de hippe restaurants en bars van de wijk Zuid, op 2km van het historische centrum, nog geen 10min met de auto,  deelfiets of een deel-stepje. Ook de deelauto Greenmobility, zonder parkeer- en laadkosten is een enorme aanrader.",76077597,within an hour,100%,97%,t,5,6,Entire home,Entire home/apt,8,,1 bath,,4.0,[],564.0,1,1125,1125,17,17,2,2023-06-25,2023-12-13,5.0,5.0,5.0,5.0,5.0,5.0,4.78,t,5,5,0,0,2.74
914468763241079972,Rental unit in Antwerpen · 4 bedrooms · 6 beds · 1.5 baths,,496406662,within an hour,100%,63%,f,17,17,Entire rental unit,Entire home/apt,6,,1.5 baths,,6.0,[],150.0,6,365,365,1,1,0,2023-10-07,2023-10-07,4.0,3.0,4.0,3.0,3.0,4.0,3.0,f,17,17,0,0,0.37
914986576097423248,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,,4419797,within a few hours,100%,83%,f,1,1,Private room in rental unit,Private room,1,,1.5 shared baths,,1.0,[],33.0,5,90,90,13,13,3,2023-07-09,2023-12-24,4.77,5.0,4.85,4.85,4.92,4.42,4.92,f,1,0,1,0,2.27
915076578661855661,Rental unit in Antwerpen · ★4.17 · 1 bedroom · 1 bed · 1 bath,"The old city centre is steeped in history. You will find it in ancient building-fronts on narrow streets or in the imposing Grand-Place. The Plantin-Moretus Museum is the only museum in the world to be classified as a Unesco World Heritage site. In the shadow of the Cathedral of Our Lady, the city teems with life in intimate pubs and restaurants. The banks of the Scheldt are a great place for a breath of fresh air.<br /><br />Antwerp is a world city on a human scale. There’s always something to see and experience from interesting museums and fun attractions to surprising spots and architectural highlights.<br /><br />""Finger-licking good food? Antwerp is the place to be! Experience the city's welcoming terraces on the many squares and, in addition to Belgian staples such as fries and chocolate, sample local delicacies such as the beer ""Bolleke"" and the liqueur ""Elixir d'Anvers"".<br /><br />Whether you’re a quiet connoisseur, stern onlooker or boogie wonder, Antwerp’s nightlife is unfai",520317494,within an hour,90%,100%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],103.0,2,90,90,6,6,1,2023-07-08,2023-12-17,4.17,4.5,4.33,4.17,4.33,4.83,4.33,t,1,1,0,0,1.04
